"cluster","name_point","code_point","lat","long","y_proj","x_proj"
26," Punto 1 (Referencial)","CL26_PP_001",-16.337726,-71.589537,-1933218346,2833083943
26," Punto 2 (Referencial)","CL26_PP_002",-16.336654,-71.588826,-1933101352,2833178464
26," Punto 3 (Referencial)","CL26_PP_003",-16.335943,-71.590324,-1932999104,2833017813
26," Losa_Deportiva_Santa_Rosa_De_Lima","CL26_PP_004",-16.334209,-71.588541,-1932817781,2833242477
26," Petro_Peru","CL26_PP_005",-16.332902,-71.59225,-1932617874,2832838824
26," Colegio_El_Gran_Poder_De_Jesus","CL26_PP_006",-16.32968,-71.592751,-1932233224,2832823758
26," Cementerio_Municipal_Cerro_Colorado","CL26_PP_007",-16.329202,-71.589072,-1932223117,2833247152
26," Grifo_Municipal_Cono_Norte","CL26_PP_008",-16.32749,-71.594323,-1931956373,2832673864
26," Posta_Ciudad_Municipal","CL26_PP_009",-16.325639,-71.59407,-1931742162,2832726529
26," Punto 4 (Referencial)","CL26_PP_010",-16.326695,-71.593035,-1931879121,2832830222
26," Punto 5 (Referencial)","CL26_PP_011",-16.325402,-71.592809,-1931730101,2832872598
26," Punto 6 (Referencial)","CL26_PP_012",-16.327283,-71.590918,-1931974656,2833062676
26," Punto 7 (Referencial)","CL26_PP_013",-16.325311,-71.59039,-1931749671,2833148099
26," Punto 8 (Referencial)","CL26_PP_014",-16.325205,-71.588353,-1931762704,2833380477
26," Punto 9 (Referencial)","CL26_PP_015",-16.323277,-71.586901,-1931554442,2833570121
26," IEE_Ninho_De_La_Esperanza","CL26_PP_016",-16.323437,-71.588338,-1931555256,2833405083
26," Punto 10 (Referencial)","CL26_PP_017",-16.322343,-71.588181,-1931428739,2833437059
26," Punto 11 (Referencial)","CL26_PP_018",-16.320827,-71.592234,-1931200011,2832997056
26," Punto 12 (Referencial)","CL26_PP_019",-16.323321,-71.590399,-1931515853,2833172855
26," Punto 13 (Referencial)","CL26_PP_020",-16.323325,-71.594224,-1931468487,2832739033
26," Punto 14 (Referencial)","CL26_PP_021",-16.322489,-71.593273,-1931382201,2832857706
26," Punto 15 (Referencial)","CL26_PP_022",-16.32252,-71.591727,-1931405175,2833032628
26," Punto 16 (Referencial)","CL26_PP_023",-16.322004,-71.590427,-1931360835,2833186738
26," Punto 17 (Referencial)","CL26_PP_024",-16.320439,-71.590434,-1931176954,2833206212
26," Comedor_Popular_Nueva_Esperanza","CL26_PP_025",-16.319656,-71.592918,-1931053938,2832934648
26," Punto 18 (Referencial)","CL26_PP_026",-16.318949,-71.593086,-1930968808,2832924.75
26," Punto 19 (Referencial)","CL26_PP_027",-16.319072,-71.590334,-1931017663,2833235255
26," Punto 20 (Referencial)","CL26_PP_028",-16.319974,-71.587736,-1931156086,2833518211
26," Losa_Deportiva_Ciudad_Municipal_VII","CL26_PP_029",-16.318287,-71.588267,-1930951.32,2833479839
26," Punto 21 (Referencial)","CL26_PP_030",-16.317671,-71.586683,-1930898785,2833667.46
26," Punto 22 (Referencial)","CL26_PP_031",-16.317151,-71.587757,-1930824284,2833552389
26," Punto 23 (Referencial)","CL26_PP_032",-16.314467,-71.587154,-1930516607,2833655533
26," Punto 24 (Referencial)","CL26_PP_033",-16.312357,-71.584741,-1930298972,2833956525
26," Punto 25 (Referencial)","CL26_PP_034",-16.312358,-71.586331,-1930279209,2833776.18
26," Punto 26 (Referencial)","CL26_PP_035",-16.31181,-71.587241,-1930203472,2833680066
26," Punto 27 (Referencial)","CL26_PP_036",-16.314954,-71.589254,-1930547545,2833411059
26," Punto 28 (Referencial)","CL26_PP_037",-16.317037,-71.590376,-1930778146,2833256843
26," Punto 29 (Referencial)","CL26_PP_038",-16.316616,-71.592468,-1930702549,2833025041
26," Punto 30 (Referencial)","CL26_PP_039",-16.31704,-71.594247,-1930730104,2832817798
26," Losa_Deportiva_Villa_Cono_Norte","CL26_PP_040",-16.319183,-71.594989,-1930972497,2832705909
26," Punto 31 (Referencial)","CL26_PP_041",-16.320652,-71.595935,-1931133185,2832579.61
26," Punto 32 (Referencial)","CL26_PP_042",-16.31819,-71.598067,-1930817407,2832369702
26," Losa_Deportiva_Villa_El_Triunfo","CL26_PP_043",-16.312912,-71.60057,-1930166308,2832154146
26," Punto 33 (Referencial)","CL26_PP_044",-16.31467,-71.60066,-1930371633,2832121195
26," Losa_Deportiva_De_Granjeros_Unidos","CL26_PP_045",-16.31602,-71.600114,-1930536992,2832165646
26," Punto 34 (Referencial)","CL26_PP_046",-16.317448,-71.60131,-1930689742,2832011537
26," IEI_San_Maximiliano_Maria_Kolbe","CL26_PP_047",-16.31825,-71.602201,-1930772.79,2831900118
26," Punto 35 (Referencial)","CL26_PP_048",-16.320606,-71.603018,-1931039251,2831776982
26," Grifo_Primax_Santa_Monica","CL26_PP_049",-16.320332,-71.600095,-1931043605,2832111997
26," Punto 36 (Referencial)","CL26_PP_050",-16.322478,-71.600038,-1931296.33,2832090683
