"cluster","name_point","code_point","lat","long","y_proj","x_proj"
23," IEP_San_Francisco","CL23_PP_001",-16.320817,-71.566451,-1931521479,2835921346
23," Cancha_De_Tierra_Hernan_Bedoya","CL23_PP_002",-16.318694,-71.566546,-1931270.93,2835938101
23," Losa_Deportiva_Flora_Tristan","CL23_PP_003",-16.319727,-71.560108,-1931472895,2836654939
23," Parque_Flora_Tristan","CL23_PP_004",-16.317906,-71.559295,-1931269183,2836770778
23," Cancha_De_Tierra_Pedro_P_Diaz","CL23_PP_005",-16.317537,-71.557741,-1931245306,2836951835
23," Parque_Pedro_P_Diaz","CL23_PP_006",-16.317609,-71.555292,-1931284444,2837228694
23," Losa_Deportiva","CL23_PP_007",-16.317564,-71.55181,-1931322788,2837624253
23," Parque_Jose_Maria_Arguedas","CL23_PP_008",-16.319673,-71.549571,-1931598586,2837850861
23," Colegio_Jose_Maria_Arguedas","CL23_PP_009",-16.31685,-71.549766,-1931264531,2837865.38
23," Cancha_Sintetica_La_Revancha","CL23_PP_010",-16.315107,-71.546742,-1931097682,2838231037
23," Colegio_Talents_School","CL23_PP_011",-16.315734,-71.55094,-1931118725,2837746688
23," Colegio_Internacional_Johannes_Kepler","CL23_PP_012",-16.315708,-71.552715,-1931093.43,2837545677
23," Losa_Deportiva_Pedro_P_Diaz","CL23_PP_013",-16.314364,-71.554356,-1930914998,2837376966
23," Parque_De_La_Familia","CL23_PP_014",-16.313211,-71.556247,-1930755874,2837177417
23," Iglesia_Las_Asambleas_De_Dios","CL23_PP_015",-16.313518,-71.552791,-1930835227,2837565468
23," Losa_Deportiva_Villa_Cerrillos","CL23_PP_016",-16.31402,-71.550997,-1930916672,2837762462
23," Plaza_Civica_Villa_Cerrillos","CL23_PP_017",-16.31383,-71.548993,-1930919464,2837992257
23," Losa_Deportiva_Villa_Cerrillos_II","CL23_PP_018",-16.312252,-71.547065,-1930758256,2838231446
23," Losa_Deportiva_Villa_Cerrillos_III","CL23_PP_019",-16.311268,-71.549484,-1930612357,2837969.8
23," Losa_Deportiva_Los_Monteros_I","CL23_PP_020",-16.311476,-71.55202,-1930605019,2837679419
23," Parque_Pirotecnico_De_Cerro","CL23_PP_021",-16.310819,-71.558694,-1930444256,2836930862
23," Losa_Deportiva_La_Fortaleza","CL23_PP_022",-16.309445,-71.554627,-1930333791,2837410027
23," Losa_Deportiva_Los_Angeles","CL23_PP_023",-16.308498,-71.552034,-1930255026,2837716458
23," Terminal_Los_Canarios","CL23_PP_024",-16.306573,-71.551644,-1930033785,2837785665
23," Losa_Deportiva","CL23_PP_025",-16.308073,-71.547534,-1930261471,2838232462
23," Losa_Deportiva_Villa_Progreso","CL23_PP_026",-16.310106,-71.547757,-1930497494,2838180789
23," IASD_Tres_Angeles","CL23_PP_027",-16.307612,-71.544942,-1930239791,2838532493
23," Parque_Fundo_Cabrerias","CL23_PP_028",-16.302952,-71.545321,-1929687.62,2838549947
23," Losa_Deportiva_Independencia","CL23_PP_029",-16.297745,-71.546495,-1929061236,2838484.28
23," Losa_Deportiva_Villa_Real","CL23_PP_030",-16.293127,-71.545264,-1928534155,2838683812
23," Losa_Deportiva_Independencia_II","CL23_PP_031",-16.292849,-71.548165,-1928465181,2838358.28
23," Losa_Deportiva_Independencia_B","CL23_PP_032",-16.289053,-71.54657,-1928039216,2838588.44
23," Losa_Deportiva_28_De_Julio","CL23_PP_033",-16.288542,-71.554921,-1927874693,2837647586
23," Asociacion_De_Vivienda_Emprendedores","CL23_PP_034",-16.296997,-71.535738,-1929108.1,2839714.43
23," Cancha_De_Tierra","CL23_PP_035",-16.301712,-71.534755,-1929674337,2839764782
23," Losa_Deportiva_Chachami_II","CL23_PP_036",-16.310593,-71.543469,-1930608436,2838660917
23," Punto 1 (Referencial)","CL23_PP_037",-16.314125,-71.545135,-1931002467,2838426081
23," Punto 2 (Referencial)","CL23_PP_038",-16.312483,-71.542788,-1930838995,2838713643
23," Punto 3 (Referencial)","CL23_PP_039",-16.312156,-71.540851,-1930824861,2838937.63
23," Punto 4 (Referencial)","CL23_PP_040",-16.314173,-71.540872,-1931061544,2838909064
23," Punto 5 (Referencial)","CL23_PP_041",-16.315638,-71.543282,-1931203429,2838616648
23," Complejo_Chachani_1","CL23_PP_042",-16.316763,-71.543538,-1931332376,2838573003
23," Punto 6 (Referencial)","CL23_PP_043",-16.318003,-71.542816,-1931487093,2838638808
23," Loza Deportiva","CL23_PP_044",-16.287831,-71.542873,-1927941936,2839023.74
23," Loza Deportiva","CL23_PP_045",-16.293957,-71.533271,-1928781865,2840033778
23," Loza Deportiva Jardines De Chachani","CL23_PP_046",-16.311763,-71.542416,-1930759077,2838765189
23," Mercado El Progreso Villa Fontana","CL23_PP_047",-16.318317,-71.554482,-1931377757,2837311388
23," Mercado Central Villa Cerrillos","CL23_PP_048",-16.312526,-71.549213,-1930763528,2837984221
23," I.E Las Abejitas","CL23_PP_049",-16.318253,-71.567167,-1931211356,2835873383
