cluster;name_point;code_point;lat;long;y_proj;x_proj
27; Punto 1 (Referencial);CL27_PP_001;-16.322734;-71.615251;-1931136.309;2830362.295
27; Punto 2 (Referencial);CL27_PP_002;-16.324912;-71.616724;-1931373.658;2830167.103
27; Losa_Deportiva_Apipa_VI;CL27_PP_003;-16.326533;-71.618346;-1931543.74;2829962.224
27; Punto 3 (Referencial);CL27_PP_004;-16.330432;-71.620576;-1931973.706;2829658.947
27; Punto 4 (Referencial);CL27_PP_005;-16.333057;-71.617889;-1932315.499;2829929.64
27; La_Capilla_Sector_VIII;CL27_PP_006;-16.333678;-71.61638;-1932407.272;2830092.696
27; Punto 5 (Referencial);CL27_PP_007;-16.329605;-71.617353;-1931916.86;2830035.076
27; Punto 6 (Referencial);CL27_PP_008;-16.328161;-71.615276;-1931773.251;2830289.258
27; Punto 7 (Referencial);CL27_PP_009;-16.328313;-71.61305;-1931818.911;2830539.69
27; Punto 8 (Referencial);CL27_PP_010;-16.325786;-71.613431;-1931517.42;2830529.184
27; Punto 9 (Referencial);CL27_PP_011;-16.325808;-71.611231;-1931547.489;2830778.357
27; Punto 10 (Referencial);CL27_PP_012;-16.327879;-71.606604;-1931848.502;2831276.215
27; Punto 11 (Referencial);CL27_PP_013;-16.329496;-71.606715;-1932036.996;2831242.697
27; Punto 12 (Referencial);CL27_PP_014;-16.329829;-71.608504;-1932053.738;2831035.532
27; Colegio_Inicial_Porvenir_Apipa;CL27_PP_015;-16.328835;-71.610034;-1931917.894;2830874.913
27; Punto 13 (Referencial);CL27_PP_016;-16.33182;-71.610542;-1932262.06;2830778.677
27; Cepromet;CL27_PP_017;-16.332205;-71.613123;-1932275.011;2830481.046
27; Punto 14 (Referencial);CL27_PP_018;-16.334097;-71.612314;-1932507.287;2830548.285
27; Punto 15 (Referencial);CL27_PP_019;-16.334544;-71.610666;-1932580.375;2830729.355
27; Punto 16 (Referencial);CL27_PP_020;-16.336159;-71.609755;-1932781.405;2830811.738
27; Losa_Deportiva_JLBYR_IV_3;CL27_PP_021;-16.335213;-71.608088;-1932691.162;2831012.999
27; Punto 17 (Referencial);CL27_PP_022;-16.332047;-71.606115;-1932344.055;2831277.705
27; Losa_Deportiva_JLBYR_V_1;CL27_PP_023;-16.332629;-71.60448;-1932432.841;2831455.56
27; Punto 18 (Referencial);CL27_PP_024;-16.332778;-71.603176;-1932466.643;2831601.491
27; Punto 19 (Referencial);CL27_PP_025;-16.334407;-71.60461;-1932640.004;2831417.795
27; Punto 20 (Referencial);CL27_PP_026;-16.337156;-71.603055;-1932982.263;2831558.507
27; Punto 21 (Referencial);CL27_PP_027;-16.337095;-71.606921;-1932926.75;2831120.948
27; Losa_Deportiva_Princesa_Paloma;CL27_PP_028;-16.338037;-71.605503;-1933055.1;2831269.527
27; Colegio_JLBYR;CL27_PP_029;-16.340049;-71.604596;-1933302.708;2831346.304
27; Losa_Deportiva_JLBYR_V_5;CL27_PP_030;-16.340914;-71.607992;-1933361.806;2830950.052
27; Losa_Deportiva_JLBYR_VII_1;CL27_PP_031;-16.342437;-71.609719;-1933519.045;2830734.518
27; Punto 22 (Referencial);CL27_PP_032;-16.342378;-71.611031;-1933495.709;2830586.53
27; Punto 23 (Referencial);CL27_PP_033;-16.341852;-71.612816;-1933411.624;2830390.963
27; Losa_Deportiva_JLBYR_VII_2;CL27_PP_034;-16.341771;-71.614119;-1933385.822;2830244.281
27; Punto 24 (Referencial);CL27_PP_035;-16.338962;-71.610777;-1933097.767;2830659.567
27; Punto 25 (Referencial);CL27_PP_036;-16.337095;-71.614014;-1932838.071;2830316.727
27; Punto 26 (Referencial);CL27_PP_037;-16.338749;-71.614265;-1933029.149;2830266.856
27; Losa_Deportiva_Sector_XI;CL27_PP_038;-16.339792;-71.6159;-1933131.181;2830067.98
27; Punto 27 (Referencial);CL27_PP_039;-16.339438;-71.618819;-1933053.13;2829741.618
27; Punto 28 (Referencial);CL27_PP_040;-16.337129;-71.616795;-1932807.304;2830000.979
27; Punto 29 (Referencial);CL27_PP_041;-16.336343;-71.619448;-1932681.859;2829710.361
27; Losa_Deportiva_Apipa_XII;CL27_PP_042;-16.336821;-71.621456;-1932712.895;2829476.516
27; Punto 30 (Referencial);CL27_PP_043;-16.338882;-71.620804;-1932963.039;2829523.765
27; Punto 31 (Referencial);CL27_PP_044;-16.33743;-71.624302;-1932748.845;2829145.972
27; Losa_Deportiva_Apipa_VIII;CL27_PP_045;-16.338773;-71.625297;-1932894.103;2829015.791
27; Losa_Deportiva_Apipa_XV;CL27_PP_046;-16.34018;-71.623202;-1933085.48;2829235.099
27; Punto 32 (Referencial);CL27_PP_047;-16.340525;-71.624336;-1933111.819;2829102.071
27; Kinder_Blessed;CL27_PP_048;-16.341247;-71.627545;-1933156.499;2828728.925
