cluster,name_point,code_point,lat,long,y_proj,x_proj
17, Parque Urb. Santa Maria (Movil),CL17_PP_001,-16.411362,-71.514386,-1942811996,2840646751
17, Mercado Manuel Prado,CL17_PP_002,-16.412076,-71.512694,-1942917229,2840829269
17, Parque_Jose_Olaya,CL17_PP_003,-16.412932,-71.514472,-1942995348,2840616471
17, Parque_Thomas_Edison,CL17_PP_004,-16.412846,-71.512945,-1943004519,2840790739
17, Parque_Jesus_Con_Kennedy,CL17_PP_005,-16.412476,-71.512268,-1942969597,2840872342
17, Parque_Av_Jesus_2Da_Cuadra,CL17_PP_006,-16.413167,-71.511461,-1943060961,2840954.81
17, Parque 15 De Enero Iglesia,CL17_PP_007,-16.414365,-71.510821,-1943209.78,2841011.71
17, Parque Manuel Prado,CL17_PP_008,-16.414403,-71.512809,-1943189147,2840785797
17, Centro De Salud Manuel Prado,CL17_PP_009,-16.415699,-71.512758,-1943342.04,2840774629
17, Mall_Aventura_Arequipa,CL17_PP_010,-16.417439,-71.513286,-1943539783,2840692001
17, Iglesia_Senhor_De_Los_Milagros,CL17_PP_011,-16.416518,-71.511862,-1943449566,2840865.51
17, Av. Kenedy Con Ramon Castilla (Movil),CL17_PP_012,-16.416721,-71.510565,-1943489.79,2841009917
17, Parque Benigno Ballon,CL17_PP_013,-16.416057,-71.509274,-1943428086,2841164988
17, Jose Carlos Mariategui,CL17_PP_014,-16.416407,-71.507585,-1943490532,2841351923
17, Grifo_Chaski_Gas_Cayo,CL17_PP_015,-16.416804,-71.506589,-1943549751,2841459664
17, Grifo_JHP,CL17_PP_016,-16.417937,-71.509639,-1943644337,2841099005
17, Grifo_Copar,CL17_PP_017,-16.418782,-71.50928,-1943748139,2841128654
17, Parque_Indoamerica,CL17_PP_018,-16.41981,-71.510655,-1943851542,2840959298
17, Parque Jesus Maria,CL17_PP_019,-16.419167,-71.511819,-1943761305,2840835731
17, Parque Clisa,CL17_PP_020,-16.419259,-71.515846,-1943721268,2840377933
17, Parque Covisial,CL17_PP_021,-16.420299,-71.515637,-1943846079,2840388025
17, Urb. Sor Ana De Los Angeles,CL17_PP_022,-16.421831,-71.514982,-1944034.32,2840442248
17, Parque_Coviseal,CL17_PP_023,-16.423249,-71.514632,-1944205318,2840463379
17, Complejo_Deportivo_Sor_Ana_De_Los_Angeles_Etapa_II,CL17_PP_024,-16.422366,-71.514123,-1944108015,2840532643
17, Urb. Guardia Civil 2,CL17_PP_025,-16.421805,-71.513363,-1944051709,2840626152
17, Parque_Fortunato_Carrasco,CL17_PP_026,-16.421092,-71.5114,-1943992739,2840858052
17, Parque Caballero (Movil),CL17_PP_027,-16.420532,-71.509157,-1943955.28,2841119701
17, Parque Pricipal Cesar Vallejo,CL17_PP_028,-16.419979,-71.507408,-1943912405,2841325.25
17, Complejo_Deportivo_Panchos,CL17_PP_029,-16.418875,-71.507588,-1943780434,2841319288
17, Parque_Infantil_Cesar_Vallejo,CL17_PP_030,-16.419266,-71.505553,-1943852074,2841544916
17, Av. Jesus Alto Porongoche,CL17_PP_031,-16.41949,-71.502053,-1943922607,2841938847
17, Losa_Deportiva_Urb_Vinha_Del_Mar,CL17_PP_032,-16.419912,-71.503324,-1943956126,2841789204
17, Parque Infantiles Ulrich Neisser,CL17_PP_033,-16.422007,-71.504469,-1944187784,2841631.95
17, Gobierno_Regional_De_Arequipa,CL17_PP_034,-16.422129,-71.507109,-1944168763,2841331013
17, Urb. Guardia Cilvil 2 Y 3 (Movil),CL17_PP_035,-16.422662,-71.510111,-1944193458,2840983658
17, Colegio_San_Antonio_De_Padua,CL17_PP_036,-16.423819,-71.512569,-1944298332,2840689824
