"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"6.92.18.A1-1","6","92","18","A1-1","-16.33191411000001","-72.18642672","-1925192.95482694","2765585.13707313"
"6.92.18.A1-2","6","92","18","A1-2","-16.3319643","-72.1865135","-1925197.78027154","2765574.70044686"
"6.92.18.A1-3","6","92","18","A1-3","-16.33200842","-72.18659519999999","-1925201.95664912","2765564.91399405"
"6.92.18.A1-4","6","92","18","A1-4","-16.33205647","-72.18667227000002","-1925206.64901056","2765555.60163585"
"6.92.18.A1-5","6","92","18","A1-5","-16.33210360000002","-72.18675478","-1925211.16791134","2765545.68595991"
"6.92.18.A1-6","6","92","18","A1-6","-16.33215294999999","-72.18683365999999","-1925215.99055029","2765536.15276736"
"6.92.18.A1-7","6","92","18","A1-7","-16.33224304999998","-72.18670789000001","-1925228.05734924","2765549.23945267"
"6.92.18.A1-8","6","92","18","A1-8","-16.33232548000001","-72.18665858","-1925238.30191609","2765553.78043716"
"6.92.18.A1-9","6","92","18","A1-9","-16.33242899","-72.18662705000001","-1925250.79890207","2765556.04790288"
"6.92.18.A1-10","6","92","18","A1-10","-16.33238005999999","-72.18653265","-1925246.21310078","2765567.3299635"
"6.92.18.A1-11","6","92","18","A1-11","-16.3322618","-72.18649929999999","-1925232.77410713","2765572.58012916"
"6.92.18.A1-12","6","92","18","A1-12","-16.33218518000001","-72.18648523","-1925223.97591959","2765575.12979365"
"6.92.18.A1-13","6","92","18","A1-13","-16.33209477000001","-72.18645440000002","-1925213.76626802","2765579.74640029"
"6.92.18.A2-1","6","92","18","A2-1","-16.33299149000002","-72.18654971000001","-1925317.57415802","2765557.7453301"
"6.92.18.A3-1","6","92","18","A3-1","-16.33297013999999","-72.18700352","-1925309.58793562","2765506.72201543"
"6.92.18.A3-1A","6","92","18","A3-1A","-16.33301449000001","-72.18707944000001","-1925313.86107688","2765497.58601835"
"6.92.18.A3-2","6","92","18","A3-2","-16.33305597","-72.18715603","-1925317.79018678","2765488.41024183"
"6.92.18.A3-2A","6","92","18","A3-2A","-16.3330975","-72.18722648000001","-1925321.79938901","2765479.9278011"
"6.92.18.A3-3","6","92","18","A3-3","-16.3331484","-72.18732279","-1925326.59265728","2765468.40528935"
"6.92.18.A3-3A","6","92","18","A3-3A","-16.33319864999998","-72.18740262000001","-1925331.50910621","2765458.75352682"
"6.92.18.A3-4","6","92","18","A3-4","-16.33305207","-72.18744513000001","-1925313.83814747","2765455.7844301"
"6.92.18.A3-5","6","92","18","A3-5","-16.3329396","-72.1875091","-1925299.90024663","2765449.96274381"
"6.92.18.A3-6","6","92","18","A3-6","-16.33281179","-72.18758743999999","-1925283.99308847","2765442.70899579"
"6.92.18.A3-7","6","92","18","A3-7","-16.33274499000001","-72.18762426000001","-1925275.72907298","2765439.3839646"
"6.92.18.A3-8","6","92","18","A3-8","-16.33267606","-72.18766678","-1925267.14683118","2765435.4413726"
"6.92.18.A3-9","6","92","18","A3-9","-16.33261108","-72.18770069999999","-1925259.13091374","2765432.42130419"
"6.92.18.A3-10","6","92","18","A3-10","-16.33257903000001","-72.18757710999999","-1925256.87379069","2765446.79101272"
"6.92.18.A3-11","6","92","18","A3-11","-16.33253730999999","-72.18750456999999","-1925252.86758411","2765455.51203388"
"6.92.18.A3-12","6","92","18","A3-12","-16.33248816","-72.18741393000001","-1925248.21054782","2765466.3717992"
"6.92.18.A3-13","6","92","18","A3-13","-16.33244819000001","-72.18733688","-1925244.46370468","2765475.580653"
"6.92.18.A3-14","6","92","18","A3-14","-16.33240276999999","-72.18726048000001","-1925240.07108717","2765484.78429139"
"6.92.18.A3-15","6","92","18","A3-15","-16.33235454000002","-72.18717659000001","-1925235.44012197","2765494.86966122"
"6.92.18.A3-16","6","92","18","A3-16","-16.33225866999998","-72.18707151","-1925225.4891544","2765507.94651582"
"6.92.18.A3-17","6","92","18","A3-17","-16.33232282000001","-72.18703194999999","-1925233.47615072","2765511.61443381"
"6.92.18.A3-18","6","92","18","A3-18","-16.33240054000001","-72.18698998000001","-1925243.08064303","2765515.3848113"
"6.92.18.A3-19","6","92","18","A3-19","-16.33246037999998","-72.18695257","-1925250.53717089","2765518.86368698"
"6.92.18.A3-20","6","92","18","A3-20","-16.33252793","-72.18690655000002","-1925259.00025325","2765523.2191387"
"6.92.18.A3-21","6","92","18","A3-21","-16.33258853000001","-72.18685867000001","-1925266.67233999","2765527.87183325"
"6.92.18.A3-21A","6","92","18","A3-21A","-16.3326442617859","-72.18690386285014","-1925272.64925041","2765522.06615327"
"6.92.18.A3-22","6","92","18","A3-22","-16.33252537999999","-72.18707123000002","-1925256.7106287","2765504.63851862"
"6.92.18.A3-23","6","92","18","A3-23","-16.33253944000001","-72.18717619","-1925257.08726982","2765492.59962783"
"6.92.18.A3-24","6","92","18","A3-24","-16.33258485999999","-72.18725259","-1925261.47987764","2765483.39598573"
"6.92.18.A3-25","6","92","18","A3-25","-16.33262482999998","-72.18732964","-1925265.22671081","2765474.18712913"
"6.92.18.A3-26","6","92","18","A3-26","-16.33267398999999","-72.18742028","-1925269.88490594","2765463.32723495"
"6.92.18.A3-27","6","92","18","A3-27","-16.33271571000001","-72.18749282","-1925273.89110327","2765454.60621049"
"6.92.18.A3-28","6","92","18","A3-28","-16.33287723999998","-72.18738605","-1925294.08889361","2765464.65095243"
"6.92.18.A3-29","6","92","18","A3-29","-16.33297927000001","-72.18732406000001","-1925306.78087999","2765470.37958641"
"6.92.18.A3-30","6","92","18","A3-30","-16.33281369","-72.18719557","-1925288.95355179","2765486.97516493"
"6.92.18.A4-1","6","92","18","A4-1","-16.33297320000001","-72.18785069000002","-1925299.70296917","2765410.93490444"
"6.92.18.A4-2","6","92","18","A4-2","-16.33300435999999","-72.18798191","-1925301.7636528","2765395.71403896"
"6.92.18.A4-3","6","92","18","A4-3","-16.33304608","-72.18805446","-1925305.76972538","2765386.99193398"
"6.92.18.A4-4","6","92","18","A4-4","-16.33308998000002","-72.18812565","-1925310.04740543","2765378.39624793"
"6.92.18.A4-5","6","92","18","A4-5","-16.33314059000001","-72.18821882","-1925314.84472612","2765367.23234106"
"6.92.18.A4-6","6","92","18","A4-6","-16.33318381999999","-72.18829658","-1925318.96454793","2765357.90250909"
"6.92.18.A4-7","6","92","18","A4-7","-16.33323205","-72.18838046","-1925323.59561479","2765347.81838845"
"6.92.18.A4-8","6","92","18","A4-8","-16.33333116000001","-72.18846775999999","-1925334.14072276","2765336.71066162"
"6.92.18.A4-9","6","92","18","A4-9","-16.33327042","-72.18850899","-1925326.53275127","2765332.81134553"
"6.92.18.A4-10","6","92","18","A4-10","-16.33320148999999","-72.1885515","-1925317.95068696","2765328.86990537"
"6.92.18.A4-11","6","92","18","A4-11","-16.33312875000001","-72.18859259000001","-1925308.93984336","2765325.1366538"
"6.92.18.A4-12","6","92","18","A4-12","-16.33309311","-72.18846102000001","-1925306.35898411","2765340.4530988"
"6.92.18.A4-13","6","92","18","A4-13","-16.33304487","-72.18837713000001","-1925301.72685695","2765350.53847143"
"6.92.18.A4-14","6","92","18","A4-14","-16.33300165","-72.18829938","-1925297.60807472","2765359.86704504"
"6.92.18.A4-15","6","92","18","A4-15","-16.33295104000001","-72.18820621000002","-1925292.81074203","2765371.03094858"
"6.92.18.A4-16","6","92","18","A4-16","-16.33290713","-72.18813502","-1925288.53188249","2765379.62675646"
"6.92.18.A4-17","6","92","18","A4-17","-16.33286541999998","-72.18806247000001","-1925284.52697111","2765388.34873327"
"6.92.18.A4-18","6","92","18","A4-18","-16.33277112999999","-72.18797057","-1925274.60161776","2765399.91605478"
"6.92.18.A4-19","6","92","18","A4-19","-16.33283682000001","-72.18793254999999","-1925282.75019498","2765403.39061764"
"6.92.18.A4-20","6","92","18","A4-20","-16.33291074","-72.18788599999999","-1925291.96521567","2765407.72619851"
"6.92.18.A5-1","6","92","18","A5-1","-16.33330644","-72.18760626","-1925341.6635166","2765434.38805092"
"6.92.18.A5-1A","6","92","18","A5-1A","-16.33335693999998","-72.18769209","-1925346.53667868","2765424.05505674"
"6.92.18.A5-2","6","92","18","A5-2","-16.33340472","-72.18777956","-1925351.07163957","2765413.57077592"
"6.92.18.A5-2A","6","92","18","A5-2A","-16.33344969","-72.18787369","-1925355.19716879","2765402.36896862"
"6.92.18.A5-3","6","92","18","A5-3","-16.33349592999999","-72.18795412","-1925359.63699577","2765392.69965961"
"6.92.18.A5-3A","6","92","18","A5-3A","-16.33354892","-72.18804625999999","-1925364.72531143","2765381.62235901"
"6.92.18.A5-4","6","92","18","A5-4","-16.33359268999999","-72.18812238","-1925368.92814061","2765372.47111631"
"6.92.18.A5-4A","6","92","18","A5-4A","-16.33364926999999","-72.18822373","-1925374.32529987","2765360.30795863"
"6.92.18.A5-5","6","92","18","A5-5","-16.33369426000002","-72.18830196","-1925378.64541466","2765350.90298181"
"6.92.18.A5-6","6","92","18","A5-6","-16.33353088999999","-72.18836660999999","-1925358.74164331","2765345.64183393"
"6.92.18.A5-7","6","92","18","A5-7","-16.33347871999999","-72.18827573000002","-1925353.73406154","2765356.56643021"
"6.92.18.A5-8","6","92","18","A5-8","-16.33342005000001","-72.18817371","-1925348.10035853","2765368.83148228"
"6.92.18.A5-9","6","92","18","A5-9","-16.33336921","-72.18808529","-1925343.2187058","2765379.46141387"
"6.92.18.A5-10","6","92","18","A5-10","-16.33331462000002","-72.18799825000001","-1925337.88143678","2765389.98234164"
"6.92.18.A5-11","6","92","18","A5-11","-16.33325777999999","-72.18789165000001","-1925332.51730529","2765402.74215181"
"6.92.18.A5-12","6","92","18","A5-12","-16.33320472","-72.18779983","-1925327.41691242","2765413.78418509"
"6.92.18.A5-13","6","92","18","A5-13","-16.33314305999999","-72.18769214000001","-1925321.5017864","2765426.72756887"
"6.92.18.A6-1","6","92","18","A6-1","-16.33349925999999","-72.18876387000002","-1925350.23633222","2765301.13922731"
"6.92.18.A6-2","6","92","18","A6-2","-16.33352797999999","-72.18889253","-1925352.04239043","2765286.23837944"
"6.92.18.A6-3","6","92","18","A6-3","-16.33356968999998","-72.18896506999999","-1925356.04740785","2765277.51761017"
"6.92.18.A6-4","6","92","18","A6-4","-16.33361360000002","-72.18903627","-1925360.32613003","2765268.92074833"
"6.92.18.A6-5","6","92","18","A6-5","-16.33366420999999","-72.18912945","-1925365.12332459","2765257.75581355"
"6.92.18.A6-6","6","92","18","A6-6","-16.33370743000001","-72.1892072","-1925369.24209183","2765248.42732264"
"6.92.18.A6-7","6","92","18","A6-7","-16.33381715999999","-72.18931296","-1925380.80701971","2765235.10037035"
"6.92.18.A6-8","6","92","18","A6-8","-16.33374576","-72.18935828999999","-1925371.90180498","2765230.87116533"
"6.92.18.A6-9","6","92","18","A6-9","-16.33368106","-72.18939818999999","-1925363.84645993","2765227.17176299"
"6.92.18.A6-10","6","92","18","A6-10","-16.33361508000002","-72.18943838","-1925355.6377923","2765223.45560559"
"6.92.18.A6-11","6","92","18","A6-11","-16.33356849","-72.18928775999998","-1925352.00556686","2765241.06206676"
"6.92.18.A6-12","6","92","18","A6-12","-16.33352525999998","-72.18921000000002","-1925347.88574006","2765250.39181014"
"6.92.18.A6-13","6","92","18","A6-13","-16.33347464999999","-72.18911683","-1925343.08841258","2765261.5556114"
"6.92.18.A6-14","6","92","18","A6-14","-16.33343074999999","-72.18904564","-1925338.81073097","2765270.15121443"
"6.92.18.A6-15","6","92","18","A6-15","-16.33338903","-72.18897308999999","-1925334.8046547","2765278.87323616"
"6.92.18.A6-16","6","92","18","A6-16","-16.33329348999999","-72.18887709000001","-1925324.78259625","2765290.91948083"
"6.92.18.A6-17","6","92","18","A6-17","-16.33335794999999","-72.18883771999998","-1925332.80347208","2765294.56200511"
"6.92.18.A6-18","6","92","18","A6-18","-16.33342536000001","-72.18880102999999","-1925341.13723984","2765297.86469068"
"6.92.18.A7-1","6","92","18","A7-1","-16.33380812000003","-72.18850549999999","-1925389.51150731","2765326.47302029"
"6.92.18.A7-1A","6","92","18","A7-1A","-16.33385795000001","-72.18858622","-1925394.36802492","2765316.72604444"
"6.92.18.A7-2","6","92","18","A7-2","-16.33390094000001","-72.18867065999999","-1925398.37895874","2765306.64428799"
"6.92.18.A7-2A","6","92","18","A7-2A","-16.33394673","-72.18875029999998","-1925402.77566099","2765297.06997753"
"6.92.18.A7-3","6","92","18","A7-3","-16.33399224999999","-72.18882946000001","-1925407.14656341","2765287.55330535"
"6.92.18.A7-3A","6","92","18","A7-3A","-16.33404433999998","-72.18892005000001","-1925412.14827056","2765276.66255328"
"6.92.18.A7-4","6","92","18","A7-4","-16.33408718999999","-72.18899458","-1925416.26263505","2765267.70261305"
"6.92.18.A7-4A","6","92","18","A7-4A","-16.33413666999999","-72.18908064","-1925421.01361794","2765257.356541"
"6.92.18.A7-5","6","92","18","A7-5","-16.33418420000001","-72.18916329000001","-1925425.57758698","2765247.42029282"
"6.92.18.A7-6","6","92","18","A7-6","-16.33402197999999","-72.18922065999999","-1925405.89655906","2765242.96754512"
"6.92.18.A7-7","6","92","18","A7-7","-16.33396776","-72.18912636","-1925400.69038625","2765254.30424465"
"6.92.18.A7-8","6","92","18","A7-8","-16.33392226000002","-72.18904723999999","-1925396.32133192","2765263.81612179"
"6.92.18.A7-9","6","92","18","A7-9","-16.33386703","-72.18895119","-1925391.01809825","2765275.36327334"
"6.92.18.A7-10","6","92","18","A7-10","-16.33381868","-72.18886711","-1925386.37542656","2765285.47143451"
"6.92.18.A7-11","6","92","18","A7-11","-16.33377240999999","-72.18878663","-1925381.93268706","2765295.14668595"
"6.92.18.A7-12","6","92","18","A7-12","-16.33372035","-72.18869711000001","-1925376.92154053","2765305.91615046"
"6.92.18.A7-13","6","92","18","A7-13","-16.33365768999999","-72.18858711999999","-1925370.91718328","2765319.13188597"
"6.92.18.B1-1","6","92","18","B1-1","-16.32934482999999","-72.1859291","-1924898.23792352","2765673.55021745"
"6.92.18.B1-1A","6","92","18","B1-1A","-16.32945852000001","-72.18653949999999","-1924904.16585404","2765603.1361852"
"6.92.18.B1-2","6","92","18","B1-2","-16.33003928","-72.18611086999998","-1924977.32563884","2765644.31082002"
"6.92.18.B2-1","6","92","18","B2-1","-16.33171651999999","-72.18707762","-1925161.9572356","2765514.04438564"
"6.92.18.B2-2","6","92","18","B2-2","-16.33166427999998","-72.18698674999999","-1925156.94125877","2765524.96890063"
"6.92.18.B2-3","6","92","18","B2-3","-16.3316227","-72.18691446000001","-1925152.94838246","2765533.65997791"
