ident;lat;long;y_proj;x_proj;new_seg
1.11.30-2;-16.38173265;-71.50724636;-1939421.165;2841843.565;False
1.11.30-2;-16.38162413;-71.50711811;-1939410.032;2841859.527;False
1.11.30-2;-16.38166154;-71.50660922;-1939420.842;2841916.755;False
1.11.30-2;-16.38147069;-71.50659677;-1939398.577;2841920.659;False
1.11.30-2;-16.38144079;-71.50717211;-1939387.811;2841855.797;False
1.11.30-2;-16.38149668;-71.50750032;-1939390.24;2841817.843;False
1.11.30-2;-16.38160238;-71.50785867;-1939398.142;2841775.821;False
1.11.30-3; ; ;-1.516416327;20763369.87; 
1.11.30-3;-16.38169047;-71.50652837;-1939425.26;2841925.547;False
1.11.30-3;-16.38157179;-71.50576117;-1939420.989;2842014.11;False
1.11.30-3;-16.38152958;-71.50558796;-1939418.213;2842034.306;False
1.11.30-3;-16.38132702;-71.5056029;-1939394.227;2842035.256;False
1.11.30-3;-16.38132437;-71.50568154;-1939392.924;2842026.372;False
1.11.30-3;-16.38135529;-71.50579216;-1939395.163;2842013.423;False
1.11.30-3;-16.38147257;-71.50655644;-1939399.306;2841925.209;False
1.11.30-4; ; ;-1.516416327;20763369.87; 
1.11.30-4;-16.38286468;-71.50909447;-1939530.865;2841619.181;False
1.11.30-4;-16.38298609;-71.508968;-1939546.723;2841631.938;False
1.11.30-4;-16.38244256;-71.5085268;-1939488.428;2841689.074;False
1.11.30-4;-16.38240898;-71.50855923;-1939484.075;2841685.835;False
1.11.30-4;-16.38194077;-71.50815429;-1939434.171;2841737.874;False
1.11.30-4;-16.3819175;-71.50816242;-1939431.334;2841737.256;False
1.11.30-4;-16.38183232;-71.5082799;-1939419.846;2841725.045;False
1.11.30-4;-16.38187648;-71.50838364;-1939423.727;2841712.702;False
1.11.30-4;-16.38275733;-71.5091095;-1939518.063;2841618.877;False
1.11.30-5; ; ;-1.516416327;20763369.87; 
1.11.30-5;-16.38244856;-71.50804966;-1939495.148;2841743.111;False
1.11.30-5;-16.38225205;-71.50831841;-1939468.673;2841715.196;False
1.11.30-5;-16.38235672;-71.50840927;-1939479.824;2841703.525;False
1.11.30-5;-16.38242993;-71.50832602;-1939489.475;2841712.01;False
1.11.30-5;-16.38304784;-71.50884436;-1939555.536;2841645.155;False
1.11.30-5;-16.38317155;-71.50869594;-1939571.941;2841660.372;False
1.11.32-1; ; ;-1.516416327;20763369.87; 
1.11.32-1;-16.38304769;-71.50910904;-1939552.182;2841615.138;False
1.11.32-1;-16.38309376;-71.50918277;-1939556.665;2841606.174;False
1.11.32-1;-16.38322179;-71.50905984;-1939573.256;2841618.445;False
1.11.32-1;-16.38334065;-71.5088432;-1939589.951;2841641.462;False
1.11.32-1;-16.38324487;-71.50879949;-1939579.25;2841647.671;False
1.11.32-1;-16.38314448;-71.50898231;-1939565.15;2841628.247;False
1.11.32-1;-16.38312889;-71.50902011;-1939562.843;2841624.164;False
1.11.32-1;-16.3830533;-71.50902923;-1939553.847;2841624.117;False
1.11.32-2; ; ;-1.516416327;20763369.87; 
1.11.32-2;-16.38332973;-71.50837922;-1939594.517;2841694.226;False
1.11.32-2;-16.38321562;-71.50824976;-1939582.743;2841710.4;False
1.11.32-2;-16.38311869;-71.50809332;-1939573.327;2841729.407;False
1.11.32-2;-16.3830508;-71.50812836;-1939564.909;2841726.32;False
1.11.32-2;-16.38306432;-71.50820315;-1939565.555;2841717.661;False
1.11.32-2;-16.38312491;-71.50837462;-1939570.512;2841697.423;False
1.11.32-2;-16.38315853;-71.50844438;-1939573.582;2841689.072;False
1.11.32-2;-16.38322959;-71.50851833;-1939580.998;2841679.758;False
1.11.32-2;-16.38311642;-71.508634;-1939566.245;2841668.116;False
1.11.32-2;-16.38323656;-71.5087445;-1939578.967;2841654.015;False
1.11.32-2;-16.38348216;-71.50853165;-1939610.504;2841674.949;False
1.11.32-3; ; ;-1.516416327;20763369.87; 
1.11.32-3;-16.38322276;-71.50851842;-1939580.196;2841679.837;False
1.11.32-3;-16.38315194;-71.50844225;-1939572.836;2841689.4;False
1.11.32-3;-16.38311903;-71.50837412;-1939569.827;2841697.557;False
1.11.32-3;-16.38305674;-71.50820134;-1939564.688;2841717.965;False
1.11.32-3;-16.38294632;-71.50800465;-1939554.195;2841741.714;False
1.11.32-3;-16.38255116;-71.50763349;-1939512.447;2841788.97;False
1.11.32-3;-16.38233669;-71.50789598;-1939483.941;2841762;False
1.11.32-3;-16.38299709;-71.5084675;-1939554.324;2841688.558;False
1.11.32-3;-16.38296655;-71.50849837;-1939550.348;2841685.456;False
1.11.32-3;-16.38311106;-71.5086301;-1939565.665;2841668.629;False
1.11.32-4; ; ;-1.516416327;20763369.87; 
1.11.32-4;-16.38244546;-71.50804453;-1939494.848;2841743.733;False
1.11.32-4;-16.38232047;-71.50793722;-1939481.516;2841757.535;False
1.11.32-4;-16.38212457;-71.50821164;-1939455.042;2841728.97;False
1.11.32-4;-16.38224623;-71.50831549;-1939468.026;2841715.603;False
1.11.32-5; ; ;-1.516416327;20763369.87; 
1.11.32-5;-16.38225245;-71.50797779;-1939473.013;2841753.822;False
1.11.32-5;-16.38211482;-71.50786302;-1939458.291;2841768.636;False
1.11.32-5;-16.38200707;-71.50810692;-1939442.557;2841742.381;False
1.11.32-5;-16.3820904;-71.50817615;-1939451.474;2841733.441;False
1.11.32-6; ; ;-1.516416327;20763369.87; 
1.11.32-6;-16.38226154;-71.50794048;-1939474.552;2841757.935;False
1.11.32-6;-16.38253828;-71.50762204;-1939511.079;2841790.437;False
1.11.32-6;-16.3823964;-71.50749358;-1939496.029;2841806.859;False
1.11.32-6;-16.38225508;-71.5075745;-1939478.407;2841799.526;False
1.11.32-6;-16.38220697;-71.50765959;-1939471.682;2841790.505;False
1.11.32-6;-16.38213571;-71.50783144;-1939461.143;2841771.945;False
1.11.32-7; ; ;-1.516416327;20763369.87; 
1.11.32-7;-16.38281634;-71.50780834;-1939541.398;2841765.677;False
1.11.32-7;-16.38287765;-71.50773856;-1939549.481;2841772.79;False
1.11.32-7;-16.38283173;-71.5075758;-1939546.137;2841791.849;False
1.11.32-7;-16.38276025;-71.50751379;-1939538.522;2841799.816;False
1.11.32-7;-16.38267233;-71.50747202;-1939528.719;2841805.701;False
1.11.32-7;-16.38259147;-71.50745985;-1939519.372;2841808.137;False
1.11.32-7;-16.38249749;-71.50746721;-1939508.238;2841808.53;False
1.11.32-7;-16.38243466;-71.50749242;-1939500.539;2841806.49;False
1.11.33-1; ; ;-1.516416327;20763369.87; 
1.11.33-1;-16.3842471;-71.50999578;-1939681.915;2841498.909;False
1.11.33-1;-16.38456836;-71.51008011;-1939718.596;2841485.15;False
1.11.33-1;-16.3846755;-71.51013404;-1939730.502;2841477.635;False
1.11.33-1;-16.38475707;-71.51018884;-1939739.395;2841470.355;False
1.11.33-1;-16.38488416;-71.50997878;-1939756.974;2841492.518;False
1.11.33-1;-16.38456607;-71.50967213;-1939723.469;2841531.45;False
1.11.33-1;-16.38423108;-71.50996916;-1939680.368;2841502.137;False
1.11.33-2; ; ;-1.516416327;20763369.87; 
1.11.33-2;-16.38418293;-71.50996693;-1939674.74;2841503.019;False
1.11.33-2;-16.3845449;-71.50964636;-1939721.306;2841534.649;False
1.11.33-2;-16.38433896;-71.50942172;-1939699.944;2841562.815;False
1.11.33-2;-16.3839258;-71.50980122;-1939646.62;2841525.169;False
1.11.33-2;-16.38405827;-71.50995933;-1939660.191;2841505.509;False
1.11.33-3; ; ;-1.516416327;20763369.87; 
1.11.33-3;-16.38430951;-71.5094027;-1939696.724;2841565.357;False
1.11.33-3;-16.38411619;-71.50918993;-1939676.694;2841592.012;False
1.11.33-3;-16.38374975;-71.50953914;-1939629.241;2841557.192;False
1.11.33-3;-16.38390618;-71.50977778;-1939644.612;2841528.085;False
1.11.33-4; ; ;-1.516416327;20763369.87; 
1.11.33-4;-16.38410084;-71.50916626;-1939675.189;2841594.897;False
1.11.33-4;-16.38383453;-71.50888984;-1939647.386;2841629.724;False
1.11.33-4;-16.3835114;-71.50919365;-1939605.594;2841599.488;False
1.11.33-4;-16.38373025;-71.50950621;-1939627.366;2841561.181;False
1.11.33-5; ; ;-1.516416327;20763369.87; 
1.11.33-5;-16.38379282;-71.50883701;-1939643.152;2841636.26;False
1.11.33-5;-16.38350506;-71.50855645;-1939612.881;2841671.837;False
1.11.33-5;-16.38329334;-71.50873049;-1939585.813;2841654.863;False
1.11.33-5;-16.38341876;-71.50886707;-1939598.827;2841637.736;False
1.11.33-5;-16.38332511;-71.50895644;-1939586.698;2841628.823;False
1.11.33-5;-16.38328905;-71.50901566;-1939581.715;2841622.577;False
1.11.33-5;-16.38343868;-71.50914193;-1939597.703;2841606.302;False
1.11.33-6; ; ;-1.516416327;20763369.87; 
1.11.33-6;-16.38327706;-71.5090448;-1939579.94;2841619.428;False
1.11.33-6;-16.38313353;-71.50919161;-1939561.226;2841604.653;False
1.11.33-6;-16.3833002;-71.50941299;-1939578.017;2841577.369;False
1.11.33-6;-16.38340141;-71.50954542;-1939588.238;2841561.029;False
1.11.33-6;-16.38368079;-71.5099398;-1939616.089;2841512.652;False
1.11.33-6;-16.38384995;-71.50982958;-1939637.352;2841522.944;False
1.11.33-6;-16.38352479;-71.50933894;-1939605.336;2841582.835;False
1.11.34-2; ; ;-1.516416327;20763369.87; 
1.11.34-2;-16.38524695;-71.51067875;-1939790.772;2841408.396;False
1.11.34-2;-16.38529261;-71.51063963;-1939796.629;2841412.236;False
1.11.34-2;-16.38547395;-71.51045626;-1939820.245;2841430.665;False
1.11.34-2;-16.38564576;-71.51026818;-1939842.8;2841449.751;False
1.11.34-2;-16.38567537;-71.51006288;-1939848.868;2841472.648;False
1.11.34-2;-16.38565843;-71.50995503;-1939848.237;2841485.1;False
1.11.34-2;-16.38553648;-71.509926;-1939834.276;2841489.985;False
1.11.34-2;-16.3855089;-71.51004656;-1939829.516;2841476.673;False
1.11.34-2;-16.38549531;-71.51012073;-1939826.984;2841468.439;False
1.11.34-2;-16.38545326;-71.51016475;-1939821.489;2841463.995;False
1.11.34-2;-16.38507091;-71.51047333;-1939772.68;2841433.992;False
1.11.34-3; ; ;-1.516416327;20763369.87; 
1.11.34-3;-16.38541285;-71.5101527;-1939816.894;2841465.889;False
1.11.34-3;-16.38548468;-71.51007823;-1939826.271;2841473.397;False
1.11.34-3;-16.38547592;-71.51002851;-1939825.869;2841479.151;False
1.11.34-3;-16.38550834;-71.50996062;-1939830.533;2841486.426;False
1.11.34-3;-16.38551038;-71.50988648;-1939831.708;2841494.807;False
1.11.34-3;-16.3854864;-71.50981644;-1939829.774;2841503.064;False
1.11.34-3;-16.38537117;-71.50965568;-1939818.262;2841522.801;False
1.11.34-3;-16.38485835;-71.51011416;-1939752.236;2841477.502;False
1.11.34-3;-16.38505846;-71.51043596;-1939771.687;2841438.392;False
1.11.34-3;-16.38525405;-71.51028623;-1939796.554;2841452.819;False
1.11.34-4; ; ;-1.516416327;20763369.87; 
1.11.34-4;-16.3847045;-71.50969926;-1939739.391;2841526.564;False
1.11.34-4;-16.38496015;-71.50942093;-1939772.933;2841554.792;False
1.11.34-4;-16.38481409;-71.5092625;-1939757.771;2841574.667;False
1.11.34-4;-16.38477011;-71.50932205;-1939751.854;2841568.488;False
1.11.34-4;-16.38455273;-71.50955801;-1939723.341;2841544.566;False
1.11.34-5; ; ;-1.516416327;20763369.87; 
1.11.34-5;-16.38453474;-71.50953916;-1939721.464;2841546.938;False
1.11.34-5;-16.38480348;-71.50924819;-1939756.705;2841576.429;False
1.11.34-5;-16.384699;-71.50912199;-1939746.022;2841592.106;False
1.11.34-5;-16.38458234;-71.50894143;-1939734.592;2841614.107;False
1.11.34-5;-16.38426835;-71.50924784;-1939693.84;2841583.456;False
1.11.34-6; ; ;-1.516416327;20763369.87; 
1.11.34-6;-16.38424316;-71.50922543;-1939691.163;2841586.328;False
1.11.34-6;-16.38456377;-71.50890793;-1939732.832;2841618.149;False
1.11.34-6;-16.38434078;-71.50857102;-1939710.882;2841659.271;False
1.11.34-6;-16.38398871;-71.50892905;-1939665.006;2841623.263;False
1.11.34-7; ; ;-1.516416327;20763369.87; 
1.11.34-7;-16.38432044;-71.50855012;-1939708.756;2841661.906;False
1.11.34-7;-16.38419344;-71.50835581;-1939696.285;2841685.602;False
1.11.34-7;-16.38406353;-71.5082898;-1939681.855;2841694.786;False
1.11.34-7;-16.38369728;-71.50861986;-1939634.665;2841662.135;False
1.11.34-7;-16.3839686;-71.50889184;-1939663.112;2841627.746;False
1.11.34-8; ; ;-1.516416327;20763369.87; 
1.11.34-8;-16.38401793;-71.50826306;-1939676.834;2841698.413;False
1.11.34-8;-16.3836363;-71.50808082;-1939634.297;2841724.066;False
1.11.34-8;-16.38339892;-71.50833594;-1939603.192;2841698.232;False
1.11.34-8;-16.3836795;-71.50859936;-1939632.835;2841664.692;False
1.11.34-9; ; ;-1.516416327;20763369.87; 
1.11.34-9;-16.38361526;-71.50806391;-1939632.037;2841726.259;False
1.11.34-9;-16.38341326;-71.50798384;-1939609.316;2841737.977;False
1.11.34-9;-16.38332505;-71.5078933;-1939600.093;2841749.398;False
1.11.34-9;-16.38319609;-71.50759557;-1939588.696;2841784.849;False
1.11.34-9;-16.38298497;-71.50769898;-1939562.589;2841775.877;False
1.11.34-9;-16.38308659;-71.50797178;-1939571.088;2841743.611;False
1.11.34-9;-16.38316483;-71.50808533;-1939578.848;2841729.712;False
1.11.34-9;-16.38337529;-71.5083066;-1939600.785;2841701.868;False
1.11.34-10; ; ;-1.516416327;20763369.87; 
1.11.34-10;-16.38319875;-71.50756233;-1939589.427;2841788.584;False
1.11.34-10;-16.38306803;-71.50723056;-1939578.252;2841827.918;False
1.11.34-10;-16.38283288;-71.50732693;-1939549.411;2841820.06;False
1.11.34-10;-16.3829687;-71.5076659;-1939561.093;2841779.842;False
1.11.34-11; ; ;-1.516416327;20763369.87; 
1.11.34-11;-16.38305212;-71.50717821;-1939577.043;2841834.064;False
1.11.34-11;-16.38291247;-71.50681532;-1939565.211;2841877.044;False
1.11.34-11;-16.38223026;-71.5071118;-1939481.323;2841852.328;False
1.11.34-11;-16.382491;-71.50738806;-1939508.474;2841817.591;False
1.11.34-12; ; ;-1.516416327;20763369.87; 
1.11.34-12;-16.38284758;-71.50677783;-1939558.06;2841882.143;False
1.11.34-12;-16.38263221;-71.50640342;-1939537.477;2841927.42;False
1.11.34-12;-16.3820305;-71.50671975;-1939462.797;2841899.401;False
1.11.34-12;-16.3822206;-71.50706;-1939480.841;2841858.329;False
1.11.34-13; ; ;-1.516416327;20763369.87; 
1.11.34-13;-16.38261475;-71.50636279;-1939535.938;2841932.256;False
1.11.34-13;-16.38229877;-71.50575452;-1939506.484;2842005.37;False
1.11.34-13;-16.38196692;-71.50593072;-1939465.274;2841989.72;False
1.11.34-13;-16.38210962;-71.50625341;-1939477.972;2841951.258;False
1.11.34-13;-16.38228318;-71.50655219;-1939494.596;2841915.106;False
1.11.34-14; ; ;-1.516416327;20763369.87; 
1.11.34-14;-16.38210229;-71.50632105;-1939476.257;2841943.682;False
1.11.34-14;-16.38195607;-71.50595844;-1939463.65;2841986.717;False
1.11.34-14;-16.38189321;-71.50596555;-1939456.175;2841986.733;False
1.11.34-14;-16.38167123;-71.50611332;-1939428.232;2841972.872;False
1.11.34-14;-16.38176309;-71.50649826;-1939434.172;2841928.013;False
1.11.35-1; ; ;-1.516416327;20763369.87; 
1.11.35-1;-16.38420489;-71.50830555;-1939698.264;2841691.153;False
1.11.35-1;-16.38444571;-71.50805159;-1939729.758;2841716.81;False
1.11.35-1;-16.38434067;-71.50797668;-1939718.361;2841726.678;False
1.11.35-1;-16.38416788;-71.50788345;-1939699.238;2841739.509;False
1.11.35-1;-16.38400857;-71.50819858;-1939676.548;2841705.848;False
1.11.35-2; ; ;-1.516416327;20763369.87; 
1.11.35-2;-16.38462197;-71.50831941;-1939747.09;2841684.134;False
1.11.35-2;-16.38446463;-71.50806721;-1939731.784;2841714.791;False
1.11.35-2;-16.38422381;-71.50832322;-1939700.264;2841688.902;False
1.11.35-2;-16.38434868;-71.50851107;-1939712.566;2841665.966;False
1.11.35-3; ; ;-1.516416327;20763369.87; 
1.11.35-3;-16.38483334;-71.50861853;-1939768.151;2841647.45;False
1.11.35-3;-16.3846377;-71.50834085;-1939748.667;2841681.498;False
1.11.35-3;-16.3843693;-71.5085233;-1939714.834;2841664.31;False
1.11.35-3;-16.38455318;-71.5088212;-1939732.681;2841628.123;False
1.11.35-4; ; ;-1.516416327;20763369.87; 
1.11.35-4;-16.38503095;-71.50890745;-1939787.725;2841612.102;False
1.11.35-4;-16.38484219;-71.50863589;-1939768.972;2841645.366;False
1.11.35-4;-16.38457676;-71.50883367;-1939735.295;2841626.401;False
1.11.35-4;-16.38474296;-71.50910527;-1939751.397;2841593.428;False
1.11.35-5; ; ;-1.516416327;20763369.87; 
1.11.35-5;-16.38521466;-71.50918213;-1939805.845;2841578.552;False
1.11.35-5;-16.38503882;-71.5089197;-1939788.495;2841610.61;False
1.11.35-5;-16.38476147;-71.50912057;-1939753.379;2841591.451;False
1.11.35-5;-16.38481358;-71.50919816;-1939758.523;2841581.971;False
1.11.35-5;-16.38498156;-71.50935629;-1939776.263;2841561.843;False
1.11.35-6; ; ;-1.516416327;20763369.87; 
1.11.35-6;-16.38519659;-71.50949077;-1939799.831;2841543.784;False
1.11.35-6;-16.38522795;-71.50947946;-1939803.658;2841544.656;False
1.11.35-6;-16.38527205;-71.50946098;-1939809.072;2841546.176;False
1.11.35-6;-16.38530435;-71.50942412;-1939813.332;2841549.935;False
1.11.35-6;-16.38530821;-71.50938629;-1939814.262;2841554.175;False
1.11.35-6;-16.38531402;-71.50934233;-1939815.499;2841559.085;False
1.11.35-6;-16.38530904;-71.50929429;-1939815.519;2841564.598;False
1.11.35-6;-16.38525887;-71.50920545;-1939810.745;2841575.329;False
1.11.35-6;-16.38502479;-71.50938989;-1939780.92;2841557.469;False
1.11.35-6;-16.38514164;-71.50947451;-1939793.581;2841546.345;False
1.11.36-1; ; ;-1.516416327;20763369.87; 
1.11.36-1;-16.38524617;-71.50958085;-1939804.52;2841532.92;False
1.11.36-1;-16.3853589;-71.50964075;-1939817.009;2841524.655;False
1.11.36-1;-16.3854079;-71.5096162;-1939823.076;2841526.798;False
1.11.36-1;-16.3854969;-71.50955357;-1939834.321;2841532.74;False
1.11.36-1;-16.38559274;-71.50903406;-1939852.13;2841590.407;False
1.11.36-1;-16.38558686;-71.50899055;-1939851.988;2841595.418;False
1.11.36-1;-16.38539093;-71.50913817;-1939827.108;2841581.235;False
1.11.36-1;-16.38535167;-71.50937341;-1939819.53;2841555.069;False
1.11.36-1;-16.38531985;-71.50947461;-1939814.516;2841544.006;False
1.11.36-1;-16.38526069;-71.50953572;-1939806.796;2841537.848;False
1.11.36-2; ; ;-1.516416327;20763369.87; 
1.11.36-2;-16.38560785;-71.50893736;-1939855.125;2841601.175;False
1.11.36-2;-16.38572088;-71.50877123;-1939870.498;2841618.541;False
1.11.36-2;-16.38554401;-71.50858678;-1939852.044;2841641.769;False
1.11.36-2;-16.38531024;-71.50874304;-1939822.61;2841627.101;False
1.11.36-2;-16.38509133;-71.50889515;-1939794.973;2841612.709;False
1.11.36-2;-16.3853067;-71.50918349;-1939816.641;2841577.194;False
1.11.36-3; ; ;-1.516416327;20763369.87; 
1.11.36-3;-16.38552059;-71.50856514;-1939849.566;2841644.53;False
1.11.36-3;-16.38528081;-71.50834808;-1939824.132;2841672.278;False
1.11.36-3;-16.38491127;-71.50861594;-1939777.339;2841646.726;False
1.11.36-3;-16.38508489;-71.50888317;-1939794.368;2841614.152;False
1.11.36-4; ; ;-1.516416327;20763369.87; 
1.11.36-4;-16.38526062;-71.50832844;-1939822.007;2841674.77;False
1.11.36-4;-16.38498685;-71.50808574;-1939792.904;2841705.87;False
1.11.36-4;-16.38469013;-71.50830634;-1939755.262;2841684.727;False
1.11.36-4;-16.38488576;-71.50859059;-1939774.662;2841649.934;False
1.11.36-5; ; ;-1.516416327;20763369.87; 
1.11.36-5;-16.38497275;-71.50807559;-1939791.374;2841707.205;False
1.11.36-5;-16.38473036;-71.50785431;-1939765.687;2841735.466;False
1.11.36-5;-16.3845116;-71.50803374;-1939737.725;2841717.975;False
1.11.36-5;-16.38467758;-71.50828401;-1939754.069;2841687.423;False
1.11.36-6; ; ;-1.516416327;20763369.87; 
1.11.36-6;-16.38471399;-71.50784079;-1939763.935;2841737.214;False
1.11.36-6;-16.38443152;-71.50758842;-1939733.93;2841769.526;False
1.11.36-6;-16.38422604;-71.50785049;-1939706.486;2841742.487;False
1.11.36-6;-16.38449633;-71.50802025;-1939736.1;2841719.704;False
1.11.37-1; ; ;-1.516416327;20763369.87; 
1.11.37-1;-16.38442535;-71.50757887;-1939733.326;2841770.689;False
1.11.37-1;-16.3841787;-71.50735324;-1939707.193;2841799.499;False
1.11.37-1;-16.38414888;-71.50729989;-1939704.362;2841805.94;False
1.11.37-1;-16.3839159;-71.5074378;-1939675.251;2841793.342;False
1.11.37-1;-16.38367522;-71.50755301;-1939645.523;2841783.419;False
1.11.37-1;-16.38372526;-71.50758774;-1939650.964;2841778.826;False
1.11.37-1;-16.38387726;-71.50767027;-1939667.781;2841767.481;False
1.11.37-1;-16.38420815;-71.50784221;-1939704.488;2841743.66;False
1.11.37-2; ; ;-1.516416327;20763369.87; 
1.11.37-2;-16.38414483;-71.5072813;-1939704.121;2841808.101;False
1.11.37-2;-16.38401656;-71.50702891;-1939692.233;2841838.401;False
1.11.37-2;-16.38353302;-71.50726101;-1939632.498;2841818.392;False
1.11.37-2;-16.3836566;-71.50753352;-1939643.582;2841785.872;False
1.11.37-3; ; ;-1.516416327;20763369.87; 
1.11.37-3;-16.38400461;-71.50700082;-1939691.183;2841841.742;False
1.11.37-3;-16.38387591;-71.50673748;-1939679.383;2841873.289;False
1.11.37-3;-16.38339354;-71.50698142;-1939619.636;2841851.923;False
1.11.37-3;-16.38352327;-71.50722929;-1939631.752;2841822.118;False
1.11.37-4; ; ;-1.516416327;20763369.87; 
1.11.37-4;-16.38386886;-71.50671999;-1939678.775;2841875.365;False
1.11.37-4;-16.38371265;-71.50641116;-1939664.317;2841912.432;False
1.11.37-4;-16.38323145;-71.50665078;-1939604.761;2841891.539;False
1.11.37-4;-16.38338968;-71.50696631;-1939619.372;2841853.687;False
1.11.37-5; ; ;-1.516416327;20763369.87; 
1.11.37-5;-16.38369108;-71.50638386;-1939662.127;2841915.809;False
1.11.37-5;-16.38358243;-71.50613868;-1939652.452;2841945.035;False
1.11.37-5;-16.38310868;-71.50638195;-1939593.726;2841923.633;False
1.11.37-5;-16.38322477;-71.5066185;-1939604.383;2841895.288;False
1.11.37-6; ; ;-1.516416327;20763369.87; 
1.11.37-6;-16.38357198;-71.50611699;-1939651.498;2841947.631;False
1.11.37-6;-16.38344577;-71.50589723;-1939639.441;2841974.205;False
1.11.37-6;-16.38298577;-71.50611721;-1939582.624;2841955.263;False
1.11.37-6;-16.3830949;-71.50635339;-1939592.467;2841927.051;False
1.11.37-7; ; ;-1.516416327;20763369.87; 
1.11.37-7;-16.38343161;-71.50584875;-1939638.388;2841979.888;False
1.11.37-7;-16.38332226;-71.50560892;-1939628.565;2842008.516;False
1.11.37-7;-16.38285368;-71.50584836;-1939570.494;2841987.48;False
1.11.37-7;-16.38298609;-71.50609094;-1939582.993;2841958.238;False
1.11.37-8; ; ;-1.516416327;20763369.87; 
1.11.37-8;-16.38330073;-71.50557985;-1939626.402;2842012.094;False
1.11.37-8;-16.38310946;-71.50517076;-1939609.089;2842060.989;False
1.11.37-8;-16.38299892;-71.504954;-1939598.835;2842087.018;False
1.11.37-8;-16.38271649;-71.50508729;-1939563.972;2842075.589;False
1.11.37-8;-16.38302663;-71.50571312;-1939592.518;2842000.559;False
1.11.37-9; ; ;-1.516416327;20763369.87; 
1.11.37-9;-16.38299139;-71.50573369;-1939588.119;2841998.687;False
1.11.37-9;-16.38281167;-71.50537412;-1939571.538;2842041.815;False
1.11.37-9;-16.38277066;-71.5054014;-1939566.376;2842039.257;False
1.11.37-9;-16.3827247;-71.50553424;-1939559.301;2842024.79;False
1.11.37-9;-16.3827262;-71.50559259;-1939558.742;2842018.153;False
1.11.37-9;-16.38283746;-71.5058213;-1939568.931;2841990.761;False
1.11.38-1; ; ;-1.516416327;20763369.87; 
1.11.38-1;-16.38360636;-71.50759141;-1939636.949;2841779.963;False
1.11.38-1;-16.38329171;-71.50770965;-1939598.491;2841770.662;False
1.11.38-1;-16.38338019;-71.50789289;-1939606.576;2841748.724;False
1.11.38-1;-16.38345232;-71.50793229;-1939614.554;2841743.313;False
1.11.38-1;-16.38358349;-71.50774492;-1939632.326;2841762.851;False
1.11.38-1;-16.3839692;-71.50794847;-1939675.075;2841734.729;False
1.11.38-1;-16.3840269;-71.50783173;-1939683.326;2841747.214;False
1.11.38-2; ; ;-1.516416327;20763369.87; 
1.11.38-2;-16.38358224;-71.50755753;-1939634.542;2841784.12;False
1.11.38-2;-16.38347613;-71.50730691;-1939625.236;2841813.93;False
1.11.38-2;-16.38319831;-71.50742064;-1939591.162;2841804.659;False
1.11.38-2;-16.38328871;-71.50767756;-1939598.543;2841774.34;False
1.11.38-3; ; ;-1.516416327;20763369.87; 
1.11.38-3;-16.38347748;-71.50727201;-1939625.834;2841817.87;False
1.11.38-3;-16.38335692;-71.50700735;-1939615.006;2841849.46;False
1.11.38-3;-16.38307769;-71.50711594;-1939580.832;2841840.792;False
1.11.38-3;-16.38318564;-71.50739511;-1939589.995;2841807.72;False
1.11.38-4; ; ;-1.516416327;20763369.87; 
1.11.38-4;-16.38334425;-71.50699156;-1939613.717;2841851.417;False
1.11.38-4;-16.38317174;-71.50666506;-1939597.566;2841890.699;False
1.11.38-4;-16.38294687;-71.50677091;-1939569.813;2841881.632;False
1.11.38-4;-16.38307134;-71.50709618;-1939580.334;2841843.116;False
1.11.38-5; ; ;-1.516416327;20763369.87; 
1.11.38-5;-16.38315902;-71.50662028;-1939596.636;2841895.944;False
1.11.38-5;-16.38304543;-71.50639543;-1939586.125;2841922.93;False
1.11.38-5;-16.38281043;-71.50653314;-1939556.779;2841910.381;False
1.11.38-5;-16.38292279;-71.50673406;-1939567.448;2841886.126;False
1.11.38-6; ; ;-1.516416327;20763369.87; 
1.11.38-6;-16.38303975;-71.5063776;-1939585.683;2841925.025;False
1.11.38-6;-16.38294578;-71.50618209;-1939577.108;2841948.427;False
1.11.38-6;-16.38269948;-71.50633013;-1939546.305;2841934.853;False
1.11.38-6;-16.38280461;-71.50651614;-1939556.31;2841912.384;False
1.11.38-7; ; ;-1.516416327;20763369.87; 
1.11.38-7;-16.38293391;-71.50615828;-1939576.013;2841951.283;False
1.11.38-7;-16.38280273;-71.50588359;-1939564.064;2841984.149;False
1.11.38-7;-16.38252321;-71.5060408;-1939529.242;2841969.97;False
1.11.38-7;-16.38269021;-71.50630556;-1939545.525;2841937.761;False
1.11.38-8; ; ;-1.516416327;20763369.87; 
1.11.38-8;-16.38279002;-71.50585093;-1939562.983;2841988.02;False
1.11.38-8;-16.38262842;-71.50554245;-1939547.886;2842025.117;False
1.11.38-8;-16.38236247;-71.50571912;-1939514.413;2842008.553;False
1.11.38-8;-16.38251287;-71.50601713;-1939528.326;2841972.789;False
1.11.38-9; ; ;-1.516416327;20763369.87; 
1.11.38-9;-16.38261943;-71.50550945;-1939547.246;2842028.977;False
1.11.38-9;-16.38255264;-71.50536407;-1939541.233;2842046.337;False
1.11.38-9;-16.38273205;-71.50531196;-1939562.967;2842049.904;False
1.11.38-9;-16.38271129;-71.50522357;-1939561.643;2842060.201;False
