ident;lat;long;y_proj;x_proj;new_seg
1.11.44-6; ; ;-1.516416327;20763369.87; 
1.11.44-6;-16.38110964;-71.49612372;-1939488.221;2843113.224;False
1.11.44-6;-16.38109245;-71.49602948;-1939487.39;2843124.138;False
1.11.44-6;-16.38100138;-71.49578867;-1939479.727;2843152.641;False
1.11.44-6;-16.38068568;-71.49586277;-1939441.699;2843148.361;False
1.11.44-6;-16.38076398;-71.49621865;-1939446.41;2843106.973;False
1.11.44-7; ; ;-1.516416327;20763369.87; 
1.11.44-7;-16.38098924;-71.495704;-1939479.369;2843162.404;False
1.11.44-7;-16.38091524;-71.4953714;-1939474.869;2843201.095;False
1.11.44-7;-16.38058549;-71.4954419;-1939435.237;2843197.407;False
1.11.44-7;-16.38065739;-71.49578448;-1939439.363;2843157.611;False
1.11.44-8; ; ;-1.516416327;20763369.87; 
1.11.44-8;-16.38089702;-71.49529138;-1939473.738;2843210.409;False
1.11.44-8;-16.38086054;-71.49512064;-1939471.605;2843230.251;False
1.11.44-8;-16.38071799;-71.49514088;-1939454.601;2843229.819;False
1.11.44-8;-16.38061683;-71.49480773;-1939446.918;2843268.928;False
1.11.44-8;-16.3805559;-71.49465035;-1939441.744;2843287.574;False
1.11.44-8;-16.38040273;-71.49468392;-1939423.324;2843285.769;False
1.11.44-8;-16.38056291;-71.49536189;-1939433.593;2843206.777;False
1.11.45-1; ; ;-1.516416327;20763369.87; 
1.11.45-1;-16.37868021;-71.49752841;-1939185.064;2842985.639;False
1.11.45-1;-16.3785775;-71.49692852;-1939180.561;2843055.022;False
1.11.45-1;-16.37831471;-71.49633227;-1939157.205;2843126.086;False
1.11.45-1;-16.37799198;-71.49646838;-1939117.569;2843114.863;False
1.11.45-1;-16.37826075;-71.49669406;-1939146.302;2843085.754;False
1.11.45-1;-16.37846029;-71.4972504;-1939162.731;2843020.045;False
1.11.45-1;-16.37846667;-71.49757861;-1939159.34;2842982.734;False
1.11.45-2; ; ;-1.516416327;20763369.87; 
1.11.45-2;-16.37830813;-71.49627003;-1939157.216;2843133.231;False
1.11.45-2;-16.37811575;-71.49570009;-1939141.801;2843200.39;False
1.11.45-2;-16.37794656;-71.49530183;-1939126.945;2843247.773;False
1.11.45-2;-16.37763734;-71.49542526;-1939089.056;2843237.812;False
1.11.45-2;-16.3779667;-71.49638062;-1939115.706;2843125.147;False
1.11.45-3; ; ;-1.516416327;20763369.87; 
1.11.45-3;-16.37838854;-71.4960896;-1939168.939;2843152.645;False
1.11.45-3;-16.37841375;-71.49525362;-1939182.445;2843247.138;False
1.11.45-3;-16.37806829;-71.49524114;-1939142.013;2843253.066;False
1.11.45-3;-16.37835804;-71.49609944;-1939165.232;2843151.928;False
1.11.45-4; ; ;-1.516416327;20763369.87; 
1.11.45-4;-16.37880815;-71.49603805;-1939218.891;2843153.011;False
1.11.45-4;-16.37883514;-71.49525561;-1939231.931;2843241.407;False
1.11.45-4;-16.37848992;-71.49524009;-1939191.565;2843247.676;False
1.11.45-4;-16.37846389;-71.49603133;-1939178.528;2843158.27;False
1.11.45-5; ; ;-1.516416327;20763369.87; 
1.11.45-5;-16.37925181;-71.49526887;-1939280.72;2843234.459;False
1.11.45-5;-16.37891203;-71.49526553;-1939240.839;2843239.276;False
1.11.45-5;-16.37885613;-71.49662861;-1939217.08;2843085.4;False
1.11.45-5;-16.37919792;-71.49663773;-1939257.123;2843079.9;False
1.11.45-6; ; ;-1.516416327;20763369.87; 
1.11.45-6;-16.37933122;-71.49650702;-1939274.434;2843092.984;False
1.11.45-6;-16.37962571;-71.49583026;-1939317.569;2843165.898;False
1.11.45-6;-16.37966251;-71.4952895;-1939328.715;2843226.753;False
1.11.45-6;-16.37931353;-71.49526936;-1939287.965;2843233.596;False
1.11.45-6;-16.37926402;-71.49649533;-1939266.686;2843095.189;False
1.11.45-7; ; ;-1.516416327;20763369.87; 
1.11.45-7;-16.37988434;-71.49517975;-1939356.162;2843236.302;False
1.11.45-7;-16.37995287;-71.49511517;-1939365.029;2843242.732;False
1.11.45-7;-16.37997971;-71.49318717;-1939392.502;2843461.065;False
1.11.45-7;-16.37979801;-71.49317148;-1939371.351;2843465.219;False
1.11.45-7;-16.37974614;-71.49452913;-1939348.131;2843311.904;False
1.11.45-7;-16.37972487;-71.49518779;-1939337.324;2843237.474;False
1.11.45-8; ; ;-1.516416327;20763369.87; 
1.11.45-8;-16.37966497;-71.49520246;-1939330.101;2843236.592;False
1.11.45-8;-16.37969991;-71.49392308;-1939350.344;2843381.25;False
1.11.45-8;-16.37934897;-71.49389976;-1939309.405;2843388.481;False
1.11.45-8;-16.37931738;-71.49518718;-1939289.455;2843242.868;False
1.11.45-9; ; ;-1.516416327;20763369.87; 
1.11.45-9;-16.37924576;-71.49518651;-1939281.047;2843243.88;False
1.11.45-9;-16.37928427;-71.4939095;-1939301.679;2843388.222;False
1.11.45-9;-16.37894146;-71.49389362;-1939261.602;2843394.502;False
1.11.45-9;-16.37890731;-71.49517171;-1939241.468;2843249.98;False
1.11.45-10; ; ;-1.516416327;20763369.87; 
1.11.45-10;-16.37883679;-71.49517267;-1939233.171;2843250.793;False
1.11.45-10;-16.37885508;-71.49439149;-1939245.172;2843339.159;False
1.11.45-10;-16.37851888;-71.49438708;-1939205.726;2843344.052;False
1.11.45-10;-16.37849386;-71.49515669;-1939193.08;2843257.085;False
1.11.45-11; ; ;-1.516416327;20763369.87; 
1.11.45-11;-16.37841548;-71.49516412;-1939183.777;2843257.266;False
1.11.45-11;-16.37844005;-71.49440758;-1939196.206;2843342.757;False
1.11.45-11;-16.37846642;-71.49354655;-1939210.164;2843440.075;False
1.11.45-11;-16.37811508;-71.49354875;-1939168.855;2843444.416;False
1.11.45-11;-16.37807382;-71.4951584;-1939143.706;2843262.379;False
1.11.45-12; ; ;-1.516416327;20763369.87; 
1.11.45-12;-16.37799272;-71.49450721;-1939142.39;2843337.301;False
1.11.45-12;-16.37753161;-71.4939098;-1939095.747;2843411.087;False
1.11.45-12;-16.37725334;-71.4941247;-1939060.341;2843390.347;False
1.11.45-12;-16.37794611;-71.49502595;-1939130.371;2843279.071;False
1.11.45-12;-16.37796859;-71.49499744;-1939133.372;2843282.011;False
1.11.45-13; ; ;-1.516416327;20763369.87; 
1.11.45-13;-16.37757888;-71.49530102;-1939083.754;2843252.668;False
1.11.45-13;-16.37784039;-71.49507779;-1939117.296;2843274.572;False
1.11.45-13;-16.37716294;-71.49418836;-1939048.917;2843384.308;False
1.11.45-13;-16.37688057;-71.49440891;-1939012.958;2843362.98;False
1.11.45-14; ; ;-1.516416327;20763369.87; 
1.11.45-14;-16.37683078;-71.49446583;-1939006.39;2843357.174;False
1.11.45-14;-16.3765471;-71.49468231;-1938970.328;2843336.325;False
1.11.45-14;-16.3772954;-71.49563431;-1939046.244;2843218.568;False
1.11.45-14;-16.37757257;-71.49542055;-1939081.506;2843239.193;False
1.11.45-15; ; ;-1.516416327;20763369.87; 
1.11.45-15;-16.37688492;-71.49383517;-1939020.705;2843428.001;False
1.11.45-15;-16.37648592;-71.49415711;-1938969.764;2843396.697;False
1.11.45-15;-16.37656416;-71.49453444;-1938974.198;2843352.876;False
1.11.45-15;-16.37658834;-71.49453243;-1938977.065;2843352.787;False
1.11.45-15;-16.37710244;-71.49411497;-1939042.733;2843393.422;False
1.11.45-16; ; ;-1.516416327;20763369.87; 
1.11.45-16;-16.37661781;-71.49394972;-1938987.876;2843418.497;False
1.11.45-16;-16.37633693;-71.49362247;-1938959.001;2843459.286;False
1.11.45-16;-16.37613266;-71.49336293;-1938938.273;2843491.394;False
1.11.45-16;-16.37603383;-71.49345312;-1938925.525;2843482.455;False
1.11.45-16;-16.376101;-71.49363614;-1938931.108;2843460.818;False
1.11.45-16;-16.37646634;-71.49409468;-1938968.251;2843404.034;False
1.11.45-17; ; ;-1.516416327;20763369.87; 
1.11.45-17;-16.3768213;-71.49376856;-1939014.07;2843436.388;False
1.11.45-17;-16.37652564;-71.49344456;-1938983.418;2843477.001;False
1.11.45-17;-16.37630443;-71.49315256;-1938961.109;2843513.012;False
1.11.45-17;-16.37618342;-71.49328608;-1938945.207;2843499.449;False
1.11.45-17;-16.37635021;-71.49353231;-1938961.699;2843469.34;False
1.11.45-17;-16.37667222;-71.49390348;-1938994.852;2843423.032;False
1.11.45-18; ; ;-1.516416327;20763369.87; 
1.11.45-18;-16.37760759;-71.49378369;-1939106.265;2843424.399;False
1.11.45-18;-16.37808064;-71.49337231;-1939167.035;2843464.88;False
1.11.45-18;-16.37800769;-71.49317161;-1939160.994;2843488.598;False
1.11.45-18;-16.37750862;-71.49358636;-1939097.125;2843448.074;False
1.11.45-18;-16.37705565;-71.49388087;-1939040.189;2843420.587;False
1.11.45-18;-16.37709493;-71.49398413;-1939043.501;2843408.362;False
1.11.45-18;-16.37713414;-71.49404954;-1939047.283;2843400.43;False
1.11.45-18;-16.37717712;-71.49407333;-1939052.034;2843397.17;False
1.11.45-19; ; ;-1.516416327;20763369.87; 
1.11.45-19;-16.37592274;-71.49231985;-1938926.765;2843612.452;False
1.11.45-19;-16.37579153;-71.49243751;-1938909.864;2843600.82;False
1.11.45-19;-16.37618366;-71.49322808;-1938945.967;2843506.024;False
1.11.45-19;-16.37630448;-71.49312974;-1938961.403;2843515.6;False
1.11.45-19;-16.37632264;-71.49309623;-1938963.96;2843519.163;False
1.11.45-19;-16.37602999;-71.49254293;-1938936.552;2843585.747;False
1.11.45-20; ; ;-1.516416327;20763369.87; 
1.11.45-20;-16.37574419;-71.49247477;-1938903.832;2843597.212;False
1.11.45-20;-16.37562388;-71.4925937;-1938888.196;2843585.294;False
1.11.45-20;-16.37564531;-71.4926612;-1938889.863;2843577.358;False
1.11.45-20;-16.37601036;-71.49340618;-1938923.359;2843488.087;False
1.11.45-20;-16.37613321;-71.49329732;-1938939.166;2843498.829;False
1.11.45-20;-16.37593344;-71.49284758;-1938921.366;2843552.453;False
1.11.45-21; ; ;-1.516416327;20763369.87; 
1.11.45-21;-16.37578153;-71.49157423;-1938919.577;2843698.872;False
1.11.45-21;-16.37551426;-71.49190212;-1938884.039;2843665.172;False
1.11.45-21;-16.37564784;-71.49217211;-1938896.329;2843632.802;False
1.11.45-21;-16.37557759;-71.492219;-1938887.482;2843628.402;False
1.11.45-21;-16.37559764;-71.49240236;-1938887.526;2843607.34;False
1.11.45-21;-16.37565323;-71.49249796;-1938892.852;2843595.771;False
1.11.45-21;-16.37592728;-71.49225207;-1938928.153;2843620.081;False
1.11.45-22; ; ;-1.516416327;20763369.87; 
1.11.45-22;-16.3784743;-71.49313836;-1939216.239;2843486.272;False
1.11.45-22;-16.37810612;-71.4931097;-1939173.341;2843494.334;False
1.11.45-22;-16.37811048;-71.49347921;-1939169.192;2843452.364;False
1.11.45-22;-16.37847362;-71.49347477;-1939211.915;2843448.123;False
1.11.46-1; ; ;-1.516416327;20763369.87; 
1.11.46-1;-16.3813075;-71.49005063;-1939588.084;2843799.478;False
1.11.46-1;-16.3811891;-71.48999386;-1939574.889;2843807.465;False
1.11.46-1;-16.38096401;-71.48990525;-1939549.56;2843820.458;False
1.11.46-1;-16.38078662;-71.49072093;-1939518.425;2843730.256;False
1.11.46-1;-16.38113832;-71.49080982;-1939558.627;2843715.577;False
1.11.46-2; ; ;-1.516416327;20763369.87; 
1.11.46-2;-16.38112059;-71.49087732;-1939555.692;2843708.152;False
1.11.46-2;-16.38076486;-71.49079891;-1939514.884;2843721.696;False
1.11.46-2;-16.38067624;-71.49117131;-1939499.773;2843680.614;False
1.11.46-2;-16.38103982;-71.49127297;-1939541.21;2843664.33;False
1.11.46-3; ; ;-1.516416327;20763369.87; 
1.11.46-3;-16.38065517;-71.4912458;-1939496.358;2843672.44;False
1.11.46-3;-16.38055531;-71.49157635;-1939480.455;2843636.252;False
1.11.46-3;-16.38067377;-71.49166685;-1939493.231;2843624.439;False
1.11.46-3;-16.38071615;-71.49165165;-1939498.403;2843625.609;False
1.11.46-3;-16.38085877;-71.49151876;-1939516.836;2843638.818;False
1.11.46-3;-16.38101804;-71.49134048;-1939537.799;2843656.958;False
1.11.46-4; ; ;-1.516416327;20763369.87; 
1.11.46-4;-16.38056698;-71.49122968;-1939486.199;2843675.421;False
1.11.46-4;-16.38019855;-71.4911478;-1939443.943;2843689.523;False
1.11.46-4;-16.38010341;-71.49162142;-1939426.789;2843637.046;False
1.11.46-4;-16.38047398;-71.49165327;-1939469.928;2843628.589;False
1.11.46-5; ; ;-1.516416327;20763369.87; 
1.11.46-5;-16.38067224;-71.49076658;-1939504.409;2843726.573;False
1.11.46-5;-16.38030406;-71.49068514;-1939462.177;2843740.622;False
1.11.46-5;-16.38021607;-71.49106377;-1939447.061;2843698.825;False
1.11.46-5;-16.38058426;-71.49115255;-1939489.202;2843683.944;False
1.11.46-6; ; ;-1.516416327;20763369.87; 
1.11.46-6;-16.38086569;-71.48989576;-1939538.127;2843822.819;False
1.11.46-6;-16.38049885;-71.48981635;-1939496.026;2843836.621;False
1.11.46-6;-16.38032535;-71.4906078;-1939465.654;2843749.117;False
1.11.46-6;-16.38068722;-71.49070832;-1939506.905;2843732.986;False
1.11.46-7; ; ;-1.516416327;20763369.87; 
1.11.46-7;-16.38044719;-71.4896551;-1939491.99;2843855.587;False
1.11.46-7;-16.38010211;-71.48950321;-1939453.361;2843877.326;False
1.11.46-7;-16.37999879;-71.48996401;-1939435.407;2843826.408;False
1.11.46-7;-16.3803761;-71.49004543;-1939478.714;2843812.242;False
1.11.46-8; ; ;-1.516416327;20763369.87; 
1.11.46-8;-16.38034808;-71.4901159;-1939474.532;2843804.615;False
1.11.46-8;-16.37998626;-71.49004325;-1939432.935;2843817.584;False
1.11.46-8;-16.37987731;-71.49050847;-1939414.265;2843766.239;False
1.11.46-8;-16.38025182;-71.49059283;-1939457.204;2843751.776;False
1.11.46-9; ; ;-1.516416327;20763369.87; 
1.11.46-9;-16.38023517;-71.4906754;-1939454.205;2843742.628;False
1.11.46-9;-16.3798479;-71.49058921;-1939409.79;2843757.466;False
1.11.46-9;-16.37976413;-71.4909693;-1939395.152;2843715.448;False
1.11.46-9;-16.38015131;-71.49105657;-1939439.544;2843700.489;False
1.11.46-10; ; ;-1.516416327;20763369.87; 
1.11.46-10;-16.37990741;-71.49002287;-1939423.928;2843820.927;False
1.11.46-10;-16.37954557;-71.48994142;-1939382.441;2843834.894;False
1.11.46-10;-16.37943802;-71.49039783;-1939364.045;2843784.53;False
1.11.46-10;-16.37981253;-71.49048366;-1939406.966;2843769.9;False
1.11.46-11; ; ;-1.516416327;20763369.87; 
1.11.46-11;-16.38003308;-71.48946227;-1939445.767;2843882.872;False
1.11.46-11;-16.37975262;-71.48923984;-1939415.619;2843911.767;False
1.11.46-11;-16.37969217;-71.4892825;-1939407.979;2843907.719;False
1.11.46-11;-16.37956232;-71.48985924;-1939385.445;2843843.997;False
1.11.46-11;-16.37992134;-71.48993923;-1939426.619;2843830.232;False
1.11.46-12; ; ;-1.516416327;20763369.87; 
1.11.46-12;-16.37935898;-71.49094879;-1939347.807;2843723.068;False
1.11.46-12;-16.37963681;-71.49121561;-1939377.085;2843689.173;False
1.11.46-12;-16.37976352;-71.49057226;-1939400.089;2843760.491;False
1.11.46-12;-16.37941883;-71.49049952;-1939360.507;2843773.246;False
1.11.46A-1; ; ;-1.516416327;20763369.87; 
1.11.46A-1;-16.38005076;-71.49272836;-1939406.639;2843512.177;False
1.11.46A-1;-16.37982631;-71.49270436;-1939380.569;2843517.833;False
1.11.46A-1;-16.37980507;-71.49309994;-1939373.083;2843473.241;False
1.11.46A-1;-16.37999679;-71.49312975;-1939395.233;2843467.355;False
1.11.46A-2; ; ;-1.516416327;20763369.87; 
1.11.46A-2;-16.38011355;-71.49228799;-1939419.571;2843561.306;False
1.11.46A-2;-16.37984566;-71.49225618;-1939388.497;2843568.416;False
1.11.46A-2;-16.37982511;-71.49264266;-1939381.207;2843524.847;False
1.11.46A-2;-16.38005494;-71.49267339;-1939407.823;2843518.358;False
1.11.46A-3; ; ;-1.516416327;20763369.87; 
1.11.46A-3;-16.3797656;-71.49271372;-1939373.317;2843517.565;False
1.11.46A-3;-16.37936159;-71.49268569;-1939326.202;2843526.023;False
1.11.46A-3;-16.37937413;-71.4930834;-1939322.659;2843480.748;False
1.11.46A-3;-16.37974646;-71.49309552;-1939366.253;2843474.508;False
1.11.46A-4; ; ;-1.516416327;20763369.87; 
1.11.46A-4;-16.37977665;-71.49226797;-1939380.239;2843567.98;False
1.11.46A-4;-16.37945028;-71.49224253;-1939342.213;2843575.13;False
1.11.46A-4;-16.37937134;-71.49224817;-1939332.867;2843575.522;False
1.11.46A-4;-16.37936421;-71.49244344;-1939329.566;2843553.467;False
1.11.46A-4;-16.37936102;-71.49263328;-1939326.796;2843531.975;False
1.11.46A-4;-16.37976021;-71.49264241;-1939373.584;2843525.723;False
1.11.46A-5; ; ;-1.516416327;20763369.87; 
1.11.46A-5;-16.37979481;-71.49179883;-1939388.292;2843620.956;False
1.11.46A-5;-16.37939845;-71.4917985;-1939341.725;2843626.173;False
1.11.46A-5;-16.3793665;-71.49217944;-1939333.165;2843583.381;False
1.11.46A-5;-16.37978481;-71.49220155;-1939382.036;2843575.407;False
1.11.46A-6; ; ;-1.516416327;20763369.87; 
1.11.46A-6;-16.37929844;-71.49269404;-1939318.677;2843525.901;False
1.11.46A-6;-16.37926945;-71.49266804;-1939315.598;2843529.229;False
1.11.46A-6;-16.37886681;-71.49267018;-1939268.263;2843534.247;False
1.11.46A-6;-16.37891751;-71.4930637;-1939269.256;2843488.949;False
1.11.46A-6;-16.3792965;-71.49308218;-1939313.552;2843481.902;False
1.11.46A-7; ; ;-1.516416327;20763369.87; 
1.11.46A-7;-16.37924438;-71.49262832;-1939313.154;2843534.063;False
1.11.46A-7;-16.37929953;-71.49256238;-1939320.465;2843540.821;False
1.11.46A-7;-16.37931048;-71.49244717;-1939323.205;2843553.746;False
1.11.46A-7;-16.3793134;-71.49225245;-1939326.004;2843575.794;False
1.11.46A-7;-16.37872262;-71.49223433;-1939256.819;2843585.569;False
1.11.46A-7;-16.37884732;-71.49260624;-1939266.779;2843541.755;False
1.11.46A-8; ; ;-1.516416327;20763369.87; 
1.11.46A-8;-16.37933503;-71.49180388;-1939334.205;2843626.391;False
1.11.46A-8;-16.37889948;-71.49179512;-1939283.14;2843633.077;False
1.11.46A-8;-16.37887908;-71.49216683;-1939276.054;2843591.181;False
1.11.46A-8;-16.37932375;-71.4921945;-1939327.952;2843582.232;False
1.11.46A-9; ; ;-1.516416327;20763369.87; 
1.11.46A-9;-16.37884119;-71.49306204;-1939260.309;2843490.135;False
1.11.46A-9;-16.37882024;-71.4927864;-1939261.325;2843521.673;False
1.11.46A-9;-16.37878054;-71.49267198;-1939258.104;2843535.171;False
1.11.46A-9;-16.37852996;-71.49266628;-1939228.733;2843539.092;False
1.11.46A-9;-16.37855744;-71.49290522;-1939228.948;2843511.631;False
1.11.46A-9;-16.3785596;-71.49306258;-1939227.218;2843493.753;False
1.11.46A-10; ; ;-1.516416327;20763369.87; 
1.11.46A-10;-16.37870715;-71.49241633;-1939252.706;2843565.128;False
1.11.46A-10;-16.37844195;-71.49241374;-1939221.578;2843568.886;False
1.11.46A-10;-16.37838067;-71.49244994;-1939213.922;2843565.581;False
1.11.46A-10;-16.3785154;-71.49262105;-1939227.594;2843544.412;False
1.11.46A-10;-16.37878641;-71.49259447;-1939259.772;2843543.886;False
1.11.46A-11; ; ;-1.516416327;20763369.87; 
1.11.46A-11;-16.37846552;-71.49268835;-1939220.884;2843537.431;False
1.11.46A-11;-16.37820488;-71.49263124;-1939190.981;2843547.313;False
1.11.46A-11;-16.37808781;-71.49265204;-1939176.963;2843546.484;False
1.11.46A-11;-16.37813676;-71.49287839;-1939179.859;2843520.171;False
1.11.46A-11;-16.37815167;-71.49304965;-1939179.451;2843500.55;False
1.11.46A-11;-16.37848986;-71.4930586;-1939219.073;2843495.116;False
1.11.46A-12; ; ;-1.516416327;20763369.87; 
1.11.46A-12;-16.38010423;-71.49223596;-1939419.133;2843567.329;False
1.11.46A-12;-16.37997061;-71.49180656;-1939408.85;2843617.781;False
1.11.46A-12;-16.37987424;-71.49180742;-1939397.516;2843618.943;False
1.11.46A-12;-16.3798424;-71.49219742;-1939388.855;2843575.122;False
1.11.46A-13; ; ;-1.516416327;20763369.87; 
1.11.46A-13;-16.37855726;-71.49200612;-1939240.268;2843613.615;False
1.11.46A-13;-16.37882584;-71.49215853;-1939269.903;2843592.818;False
1.11.46A-13;-16.37879499;-71.49179201;-1939270.902;2843634.795;False
1.11.46A-13;-16.37852448;-71.49165579;-1939240.836;2843653.78;False
1.11.48-1; ; ;-1.516416327;20763369.87; 
1.11.48-1;-16.3770758;-71.49381145;-1939043.432;2843428.198;False
1.11.48-1;-16.37741292;-71.49355678;-1939086.254;2843452.68;False
1.11.48-1;-16.37727615;-71.49337877;-1939072.429;2843474.659;False
1.11.48-1;-16.37692319;-71.4936942;-1939026.979;2843443.491;False
1.11.48-2; ; ;-1.516416327;20763369.87; 
1.11.48-2;-16.37781429;-71.49318749;-1939138.071;2843489.323;False
1.11.48-2;-16.3776985;-71.49299823;-1939126.853;2843512.304;False
1.11.48-2;-16.37734396;-71.49335506;-1939080.695;2843476.462;False
1.11.48-2;-16.37745598;-71.49352226;-1939091.749;2843456.033;False
1.11.48-2;-16.37776183;-71.49328507;-1939130.676;2843478.94;False
1.11.48-3; ; ;-1.516416327;20763369.87; 
1.11.48-3;-16.37672424;-71.49209548;-1939023.768;2843627.431;False
1.11.48-3;-16.3764779;-71.49219905;-1938993.518;2843618.901;False
1.11.48-3;-16.37665242;-71.49264985;-1939008.337;2843565.488;False
1.11.48-3;-16.37691189;-71.49308528;-1939033.332;2843512.707;False
1.11.48-3;-16.37710452;-71.49299553;-1939057.097;2843520.371;False
1.11.48-4; ; ;-1.516416327;20763369.87; 
1.11.48-4;-16.37763919;-71.49235059;-1939128.054;2843586.539;False
1.11.48-4;-16.37757427;-71.49214106;-1939123.069;2843611.154;False
1.11.48-4;-16.37694309;-71.49246722;-1939044.794;2843582.405;False
1.11.48-4;-16.37719534;-71.49294066;-1939068.461;2843525.407;False
1.11.48-4;-16.37745329;-71.49253887;-1939103.837;2843567.612;False
1.11.48-5; ; ;-1.516416327;20763369.87; 
1.11.48-5;-16.37729883;-71.49114249;-1939103.302;2843728.019;False
1.11.48-5;-16.37654132;-71.49150245;-1939009.756;2843697.087;False
1.11.48-5;-16.37693002;-71.49236309;-1939044.571;2843594.387;False
1.11.48-5;-16.37766152;-71.4920213;-1939134.831;2843623.598;False
1.11.48-6; ; ;-1.516416327;20763369.87; 
1.11.48-6;-16.3785129;-71.49162051;-1939239.921;2843657.934;False
1.11.48-6;-16.3781382;-71.49074915;-1939206.888;2843761.667;False
1.11.48-6;-16.37738829;-71.49110572;-1939114.277;2843731.022;False
1.11.48-6;-16.37776959;-71.49197587;-1939148.102;2843627.339;False
1.11.48-6;-16.37815192;-71.49178379;-1939195.448;2843644.13;False
1.11.48-7; ; ;-1.516416327;20763369.87; 
1.11.48-7;-16.37863172;-71.4905056;-1939267.947;2843782.843;False
1.11.48-7;-16.3782414;-71.49071196;-1939219.482;2843764.537;False
1.11.48-7;-16.37857772;-71.49149742;-1939249.09;2843671.049;False
1.11.48-7;-16.37902008;-71.49126485;-1939304;2843691.648;False
1.11.48-8; ; ;-1.516416327;20763369.87; 
1.11.48-8;-16.37805273;-71.48924348;-1939215.84;2843933.571;False
1.11.48-8;-16.37765473;-71.48941967;-1939166.853;2843918.787;False
1.11.48-8;-16.37820326;-71.49064419;-1939215.855;2843772.722;False
1.11.48-8;-16.37858351;-71.49044688;-1939263.023;2843790.134;False
1.11.48-9; ; ;-1.516416327;20763369.87; 
1.11.48-9;-16.37757113;-71.48946521;-1939156.456;2843914.714;False
1.11.48-9;-16.3768235;-71.48983111;-1939063.995;2843882.98;False
1.11.48-9;-16.37737054;-71.49102812;-1939113.17;2843740.056;False
1.11.48-9;-16.37811882;-71.49067889;-1939205.497;2843769.89;False
1.11.48-10; ; ;-1.516416327;20763369.87; 
1.11.48-10;-16.37673121;-71.48986729;-1939052.694;2843880.082;False
1.11.48-10;-16.37597181;-71.49024307;-1938958.726;2843847.38;False
1.11.48-10;-16.37650888;-71.49144196;-1939006.707;2843704.373;False
1.11.48-10;-16.37725792;-71.4910819;-1939099.259;2843735.426;False
1.11.48-11; ; ;-1.516416327;20763369.87; 
1.11.48-11;-16.37614675;-71.48855772;-1939000.542;2844036.265;False
1.11.48-11;-16.37539968;-71.48892131;-1938908.175;2844004.785;False
1.11.48-11;-16.37593176;-71.49013252;-1938955.414;2843860.444;False
1.11.48-11;-16.37668076;-71.48976457;-1939048.062;2843892.393;False
1.11.48-12; ; ;-1.516416327;20763369.87; 
1.11.48-12;-16.37700588;-71.48814889;-1939106.647;2844071.412;False
1.11.48-12;-16.37597472;-71.48791129;-1938988.483;2844111.84;False
1.11.48-12;-16.37678727;-71.48972521;-1939061.073;2843895.466;False
1.11.48-12;-16.37753656;-71.4893701;-1939153.593;2843925.954;False
1.11.48-13; ; ;-1.516416327;20763369.87; 
1.11.48-13;-16.3776749;-71.48841644;-1939181.88;2844032.32;False
1.11.48-13;-16.37760644;-71.48819813;-1939176.591;2844057.978;False
1.11.48-13;-16.37710816;-71.48817987;-1939118.273;2844066.562;False
1.11.48-13;-16.37762036;-71.48932367;-1939164.025;2843930.126;False
1.11.48-13;-16.37800649;-71.48913282;-1939211.803;2843946.728;False
1.11.48-14; ; ;-1.516416327;20763369.87; 
1.11.48-14;-16.37582952;-71.48779142;-1938972.935;2844127.335;False
1.11.48-14;-16.37476851;-71.4874858;-1938852.122;2844175.867;False
1.11.48-14;-16.37536521;-71.48884493;-1938905.088;2844013.9;False
1.11.48-14;-16.3761139;-71.48849532;-1938997.468;2844043.772;False
1.11.48-15; ; ;-1.516416327;20763369.87; 
1.11.48-15;-16.37562965;-71.48561433;-1938976.918;2844376.9;False
1.11.48-15;-16.37523329;-71.48559903;-1938930.538;2844383.816;False
1.11.48-15;-16.37517808;-71.48731076;-1938902.454;2844190.37;False
1.11.48-15;-16.37556236;-71.48741126;-1938946.339;2844173.948;False
1.11.48-16; ; ;-1.516416327;20763369.87; 
1.11.48-16;-16.37516746;-71.48561152;-1938922.644;2844383.259;False
1.11.48-16;-16.37472781;-71.48584785;-1938868.004;2844362.197;False
1.11.48-16;-16.37478607;-71.48607922;-1938871.93;2844335.191;False
1.11.48-16;-16.37473086;-71.48715769;-1938851.837;2844213.577;False
1.11.48-16;-16.37510293;-71.48727541;-1938894.07;2844195.362;False
1.11.48-17; ; ;-1.516416327;20763369.87; 
1.11.48-17;-16.37561223;-71.4849165;-1938983.676;2844456.286;False
1.11.48-17;-16.37454639;-71.48540784;-1938852.239;2844414.48;False
1.11.48-17;-16.37469298;-71.48574958;-1938865.152;2844373.8;False
1.11.48-17;-16.37565026;-71.4852901;-1938983.43;2844413.41;False
1.11.48-18; ; ;-1.516416327;20763369.87; 
1.11.48-18;-16.37540531;-71.48451639;-1938964.41;2844504.376;False
1.11.48-18;-16.37437458;-71.48498926;-1938837.332;2844464.208;False
1.11.48-18;-16.37452036;-71.48535182;-1938849.887;2844421.176;False
1.11.48-18;-16.37558849;-71.48487083;-1938981.462;2844461.776;False
1.11.48-19; ; ;-1.516416327;20763369.87; 
1.11.48-19;-16.374499;-71.48540768;-1938846.672;2844415.118;False
1.11.48-19;-16.3741361;-71.4856131;-1938801.439;2844396.56;False
1.11.48-19;-16.37435422;-71.48603027;-1938821.805;2844346.387;False
1.11.48-19;-16.37436172;-71.48643816;-1938817.541;2844300.021;False
