"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.27.3.1A",1,27,3,"1A",-16.38378307,-71.53596083,-1939300.345,2838560.433
"1.27.3.1B",1,27,3,"1B",-16.38366545,-71.53565386,-1939290.392,2838596.775
"1.27.41.24A",1,27,41,"24A",-16.40277923,-71.5451095,-1941416.489,2837275.352
"1.27.41.24B",1,27,41,"24B",-16.4028848,-71.54486235,-1941432.001,2837301.996
"1.27.41.53A",1,27,41,"53A",-16.40166883,-71.54383005,-1941302.175,2837434.899
"1.27.41.53B",1,27,41,"53B",-16.40187805,-71.54395425,-1941325.186,2837418.088
"1.27.41.53C",1,27,41,"53C",-16.40195939,-71.54403822,-1941333.683,2837407.506
"1.27.41.53D",1,27,41,"53D",-16.40203559,-71.54411562,-1941341.658,2837397.736
"1.27.41.53E",1,27,41,"53E",-16.40211827,-71.54415359,-1941350.891,2837392.353
"1.27.41.53F",1,27,41,"53F",-16.40219507,-71.54423424,-1941358.896,2837382.207
"1.27.41.53G",1,27,41,"53G",-16.40232305,-71.54429222,-1941373.199,2837373.964
"1.27.41.53H",1,27,41,"53H",-16.40243104,-71.54436588,-1941384.954,2837364.204
"1.27.414.53I",1,27,414,"53I",-16.40251654,-71.54442405,-1941394.265,2837356.494
"1.27.41.53J",1,27,41,"53J",-16.40265958,-71.54447879,-1941410.376,2837348.421
"1.27.41.53K",1,27,41,"53K",-16.40277673,-71.54454222,-1941423.338,2837339.702
"1.27.41.53L",1,27,41,"53L",-16.40291562,-71.54459381,-1941439.002,2837332.04
"1.27.50.19A",1,27,50,"19A",-16.40521037,-71.56246624,-1941483.554,2835275.932
"1.27.50.19B",1,27,50,"19B",-16.40500623,-71.5623582,-1941460.938,2835290.842
"1.27.50.19C",1,27,50,"19C",-16.40487951,-71.56233558,-1941446.341,2835295.058
"1.27.50.19D",1,27,50,"19D",-16.40476418,-71.56228901,-1941433.381,2835301.841
"1.27.50.19E",1,27,50,"19E",-16.40466316,-71.56222588,-1941422.311,2835310.314
"1.27.50.21A",1,27,50,"21A",-16.40648087,-71.56269802,-1941629.852,2835233.097
"7.27.50.21B",7,27,50,"21B",-16.40643547,-71.56278083,-1941623.479,2835224.3
"1.27.50.21C",1,27,50,"21C",-16.40639329,-71.56287104,-1941617.389,2835214.624
"1.27.50.21D",1,27,50,"21D",-16.40625028,-71.5631407,-1941597.2,2835185.919
"1.27.50.21E",1,27,50,"21E",-16.40598504,-71.56278817,-1941570.485,2835229.34
"1.27.50.22",1,27,50,"22",-16.4043713,-71.56192628,-1941391.803,2835348.081
"1.27.51.57",1,27,51,"57",-16.40343124,-71.56095562,-1941293.61,2835470.373
"1.27.51.58",1,27,51,"58",-16.40374796,-71.56142136,-1941324.947,2835413.446
"1.27.53.89",1,27,53,"89",-16.40412683,-71.55675437,-1941428.172,2835937.584
"1.27.53.90",1,27,53,"90",-16.40423166,-71.55680388,-1941439.86,2835930.604
"1.27.59.205",1,27,59,"205",-16.3976069,-71.55525193,-1940681.31,2836192.912
"1.27.59.206",1,27,59,"206",-16.39762829,-71.55536838,-1940682.357,2836179.431
"1.27.59.207",1,27,59,"207",-16.39764531,-71.55546863,-1940683.095,2836167.844
"1.27.59.208",1,27,59,"208",-16.39768123,-71.55555498,-1940686.227,2836157.586
"1.27.59.209",1,27,59,"209",-16.39770134,-71.55567257,-1940687.11,2836143.992
"1.27.59.210",1,27,59,"210",-16.39772666,-71.55577023,-1940688.855,2836132.59
"1.27.59.211",1,27,59,"211",-16.39775098,-71.5558873,-1940690.238,2836119.001
"1.27.59.212",1,27,59,"212",-16.39814492,-71.55582129,-1940737.337,2836121.35
"1.27.65.1595",1,27,65,"1595",-16.39471333,-71.53401935,-1940608.725,2838638.014
"1.27.65.1596",1,27,65,"1596",-16.39476738,-71.53387,-1940616.955,2838654.243
"1.27.65.1597",1,27,65,"1597",-16.39428904,-71.53528365,-1940542.962,2838500.193
"1.27.65.1598",1,27,65,"1598",-16.39457696,-71.53538217,-1940575.542,2838485.265
"1.27.65.1599",1,27,65,"1599",-16.39484867,-71.53552006,-1940605.721,2838466.085
"1.27.65.1600",1,27,65,"1600",-16.39504119,-71.53557285,-1940627.671,2838457.588
"1.27.65.1601",1,27,65,"1601",-16.39495275,-71.53589471,-1940613.229,2838422.247
"1.27.65.1602",1,27,65,"1602",-16.39483207,-71.53586393,-1940599.441,2838427.311
"1.27.65.1603",1,27,65,"1603",-16.39474846,-71.53581989,-1940590.174,2838433.396
"1.27.65.1604",1,27,65,"1604",-16.39460452,-71.5357969,-1940573.556,2838437.88
"1.27.65.1605",1,27,65,"1605",-16.39441533,-71.53570817,-1940552.45,2838450.41
"1.27.65.1606",1,27,65,"1606",-16.39416352,-71.53562547,-1940523.913,2838463.072
"1.27.65.1607",1,27,65,"1607",-16.39402765,-71.53585318,-1940505.085,2838439.025
"1.27.65.1608",1,27,65,"1608",-16.39434915,-71.5359601,-1940541.503,2838422.707
"1.27.65.1609",1,27,65,"1609",-16.39431449,-71.53607238,-1940536.018,2838410.428
"1.27.65.1610",1,27,65,"1610",-16.3942589,-71.53621169,-1940527.734,2838395.358
"1.27.65.1611",1,27,65,"1611",-16.39420292,-71.53640979,-1940518.664,2838373.626
"1.27.65.1612",1,27,65,"1612",-16.39405483,-71.53676909,-1940496.744,2838334.818
"1.27.65.1613",1,27,65,"1613",-16.39387803,-71.5367256,-1940476.524,2838342.055
