"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"6.92.22.K3-1",6,92,"22","K3-1",-16.3501562193076,-72.1846819481713,-1927349.27390811,2765553.77022405
"6.92.22.K3-2",6,92,"22","K3-2",-16.3502250571325,-72.1845423693123,-1927359.02068895,2765568.68121183
"6.92.22.K3-3",6,92,"22","K3-3",-16.350315642945,-72.1843798852624,-1927371.59030158,2765585.90809036
"6.92.22.K3-4",6,92,"22","K3-4",-16.3503988508982,-72.1842476171605,-1927382.93063989,2765599.81271152
"6.92.22.K3-5",6,92,"22","K3-5",-16.3504953617339,-72.1840805468967,-1927396.24934588,2765617.48357992
"6.92.22.K3-6",6,92,"22","K3-6",-16.3505349047638,-72.1839653411191,-1927402.27230868,2765630.00737783
"6.92.22.K3-7",6,92,"22","K3-7",-16.3511690048606,-72.1826584160692,-1927492.31359047,2765769.75465515
"6.92.22.K3-8",6,92,"22","K3-8",-16.3513277521257,-72.1823845402061,-1927514.21038263,2765798.7153394
"6.92.22.K3-9",6,92,"22","K3-9",-16.351446126479,-72.182202117382,-1927530.27448097,2765817.84696254
"6.92.22.K3-10",6,92,"22","K3-10",-16.3515387700775,-72.1819783272112,-1927543.82768714,2765841.97620765
"6.92.22.K3-11",6,92,"22","K3-11",-16.3518516761587,-72.1815418552418,-1927585.73751621,2765887.37898631
"6.92.22.K3-12",6,92,"22","K3-12",-16.3519198340536,-72.1813659389355,-1927595.8452458,2765906.40492053
"6.92.22.K3-13",6,92,"22","K3-13",-16.3520930487724,-72.1811692532166,-1927618.50134919,2765926.46060462
"6.92.22.K3-14",6,92,"22","K3-14",-16.352177234936,-72.1810696826313,-1927629.56089055,2765936.65753932
"6.92.22.K3-15",6,92,"22","K3-15",-16.3523083114258,-72.1808935444047,-1927647.03603118,2765954.91948386
"6.92.22.K3-16",6,92,"22","K3-16",-16.3523831471337,-72.1806557192499,-1927658.6751589,2765980.85807161
"6.92.22.K3-17",6,92,"22","K3-17",-16.3524951553811,-72.1804773268564,-1927673.9457602,2765999.61386056
"6.92.22.K3-18",6,92,"22","K3-18",-16.352619459561,-72.1801671702337,-1927692.25113894,2766033.10637482
"6.92.22.K3-19",6,92,"22","K3-19",-16.3527557583284,-72.1799605144913,-1927710.70731305,2766054.75158682
