"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.4.120.20A",1,4,120,"20A",-16.3315483134053,-71.593791473,-1932439.61562586,2832681.56511164
"1.4.121.5A",1,4,121,"5A",-16.3286809685131,-71.594817149807,-1932090.05544988,2832602.40132739
"1.4.121.2A",1,4,121,"2A",-16.3290252977925,-71.5946718970409,-1932132.30893294,2832614.41251036
"1.4.122.19A",1,4,122,"19A",-16.33138298,-71.59555164,-1932398.18010557,2832484.11010601
"1.4.122.19B",1,4,122,"19B",-16.33130309,-71.59549503,-1932389.50636344,2832491.56442043
"1.4.122.45A",1,4,122,"45A",-16.33097627,-71.59709414,-1932331.12390445,2832314.46567856
"1.4.122.45B",1,4,122,"45B",-16.33084644,-71.59697783,-1932317.33221642,2832329.33644273
"1.4.122.133A",1,4,122,"133A",-16.3295075320349,-71.5995312388939,-1932128.165503,2832057.13331955
"1.4.122.124A",1,4,122,"124A",-16.33010839,-71.59928848,-1932201.76169549,2832076.87935518
"1.4.122.134A",1,4,122,"134A",-16.32916031,-71.59925814,-1932090.80536915,2832092.59808107
"1.4.122.134B",1,4,122,"134B",-16.32905943,-71.59917887,-1932079.95000835,2832102.89337124
"1.4.122.134C",1,4,122,"134C",-16.32897884,-71.59910154,-1932071.45309704,2832112.7059195
"1.4.122.109A",1,4,122,"109A",-16.32845693,-71.59738823,-1932031.58910471,2832313.74818582
"1.4.122.181A",1,4,122,"181A",-16.3302932,-71.60084487,-1932204.00138634,2831898.00052247
"1.4.122.181B",1,4,122,"181B",-16.33015287,-71.6007235,-1932189.03988285,2831913.58038668
"1.4.122.317A",1,4,122,"317A",-16.33452707,-71.59762716,-1932741.43978401,2832208.02564652
"1.4.122.317B",1,4,122,"317B",-16.33439001,-71.59750471,-1932726.87621205,2832223.6862618
"1.4.122.330A",1,4,122,"330A",-16.33444376,-71.59795105,-1932727.60468006,2832172.37830705
"1.4.122.338A",1,4,122,"338A",-16.33289151,-71.5984777,-1932538.73166429,2832132.76872533
"1.4.122.462A",1,4,122,"462A",-16.3309563,-71.60103346,-1932279.51198481,2831868.02839188
"1.4.122.462B",1,4,122,"462B",-16.33102886,-71.60109433,-1932287.27163106,2831860.18648505
"1.4.122.470A",1,4,122,"470A",-16.33209747,-71.60117374,-1932411.76685947,2831837.34263922
