"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.4.203.1A",1,4,203,"1A",-16.3379802832727,-71.5820414868842,-1933342.05684688,2833930.6183948
"1.4.203.1B",1,4,203,"1B",-16.3381429654187,-71.5818991881779,-1933362.94478072,2833944.64508253
"1.4.203.15A",1,4,203,"15A",-16.33688889,-71.58088396,-1933228.37590884,2834076.03784374
"1.4.203.22A",1,4,203,"22A",-16.33605672,-71.58024934,-1933138.58991079,2834158.79799995
"1.4.203.22B",1,4,203,"22B",-16.33599326,-71.58021471,-1933131.57056373,2834163.548181
"1.4.203.23A",1,4,203,"23A",-16.33624983,-71.58017712,-1933162.17404662,2834164.48333589
"1.4.203.23B",1,4,203,"23B",-16.3363965,-71.58029349,-1933177.9422699,2834149.38442534
"1.4.203.24A",1,4,203,"24A",-16.33580247,-71.58006763,-1933111.00523028,2834182.70191241
"1.4.203.24B",1,4,203,"24B",-16.33571317,-71.57996492,-1933101.80368033,2834195.50770134
"1.4.203.26A",1,4,203,"26A",-16.3354607502534,-71.5797978859282,-1933074.2500982,2834217.72364602
"1.4.203.28A",1,4,203,"28A",-16.33546048,-71.57948303,-1933078.16138588,2834253.43285006
"1.4.203.25A",1,4,203,"25A",-16.33591342,-71.57990677,-1933126.05021253,2834199.50489662
"1.4.203.25B",1,4,203,"25B",-16.33597035,-71.57996396,-1933132.02012614,2834192.28102362
"1.4.203.45A",1,4,203,"45A",-16.33432125,-71.57877696,-1932953.20637726,2834348.27938553
"1.4.203.48A",1,4,203,"48A",-16.33405967,-71.5788553,-1932921.50387585,2834342.78776392
"1.4.203.59A",1,4,203,"59A",-16.33382437,-71.5786462,-1932896.48742073,2834369.55238829
"1.4.203.92A",1,4,203,"92A",-16.33352641,-71.57764572,-1932874.02231071,2834486.87675688
"1.4.203.98A",1,4,203,"98A",-16.33294174,-71.57801246,-1932800.76213905,2834452.86896416
"1.4.203.104A",1,4,203,"104A",-16.33319799,-71.5780036,-1932830.96873681,2834450.55042471
"1.4.203.105A",1,4,203,"105A",-16.33310531,-71.57840902,-1932815.00683551,2834405.7753595
"1.4.203.106A",1,4,203,"106A",-16.33316381,-71.57843963,-1932821.49411754,2834401.54533423
