"n_microred","microred","cluster","point_name","code_point","lat","long","y_proj","x_proj","type_point","estratategy"
16,"AMPLIACION PAUCARPATA",17,"Coliseo El Penhon","CL17_PP_136",-16.42746476,-71.49103887,-1944998763,2843083301,"Fixed","Propuesto"
16,"AMPLIACION PAUCARPATA",17,"Cancha Sintetica La Calerita","CL17_PP_137",-16.4243754,-71.49905338,-1944534469,2842215006,"Fixed","Propuesto"
16,"AMPLIACION PAUCARPATA",17,"Mercado Alto Porongoche","CL17_PP_138",-16.41981083,-71.5024682,-1943955053,2841887568,"Fixed","Propuesto"
16,"AMPLIACION PAUCARPATA",17,"Parque Sor Ana De Los Angeles","CL17_PP_139",-16.42294075,-71.51566758,-1944156029,2840349998,"Fixed","Propuesto"
16,"AMPLIACION PAUCARPATA",17,"Parque Sor Ana De Los Angeles II Etapa","CL17_PP_140",-16.42215657,-71.51373071,-1944088367,2840579861,"Fixed","Propuesto"
16,"AMPLIACION PAUCARPATA",17,"Parque Mirador San Ignacio","CL17_PP_141",-16.43191621,-71.49562903,-1945463696,2842504492,"Fixed","Propuesto"
16,"AMPLIACION PAUCARPATA",17,"Capilla Virgen De Chapi La Finca","CL17_PP_142",-16.42853371,-71.49102488,-1945124531,2843070877,"Fixed","Propuesto"
16,"AMPLIACION PAUCARPATA",17,"Parque Comite 11 - N. Alborada","CL17_PP_143",-16.43157001,-71.49045468,-1945488475,2843095735,"Fixed","Propuesto"
16,"AMPLIACION PAUCARPATA",17,"Parque Comite 1 - N. Alborada","CL17_PP_144",-16.43228995,-71.49135105,-1945561719,2842984.66,"Fixed","Propuesto"
