"n_microred","microred","cluster","point_name","code_point","lat","long","y_proj","x_proj","type_point","estratategy","X","X.1","X.2","X.3","X.4","X.5","X.6"
4,"PEDREGAL",33,"Local Social Espinarences","CL33_PP_028",-16.30208406,-72.18237127,-1921750.266,2766416.791,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA,NA
4,"PEDREGAL",33,"Losa Deportiva Modulo G","CL33_PP_029",-16.31753508,-72.19259446,-1923435.38,2765067.961,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA,NA
4,"PEDREGAL",33,"Grifo Ciudad Majes","CL33_PP_030",-16.31605964,-72.17906191,-1923426.174,2766616.068,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA,NA
4,"PEDREGAL",33,"Losa Deportiva Modulo E","CL33_PP_031",-16.31263316,-72.18338078,-1922972.9,2766170.741,"Fixed","Propuesto",NA,NA,NA,NA,NA,NA,NA
