cluster;name_point;code_point;lat;long;y_proj;x_proj
21; Parque_Urb_La_Merced;CL21_PP_001;-16.392216;-71.55912;-1939999.491;2835824.625
21; Vivero_Verdes_Challapampa;CL21_PP_002;-16.389519;-71.557111;-1939707.991;2836087.532
21; Parque Macon- 12 De Octubre;CL21_PP_003;-16.389849;-71.55432;-1939781.851;2836399.672
21; Complejo Deportivo Cerrito Los Alvarez;CL21_PP_004;-16.389441;-71.552247;-1939760.004;2836640.025
21; Parque_12_De_Octubre;CL21_PP_005;-16.388343;-71.55448;-1939602.954;2836401.153
21; Parque_Recidencial_Casabella;CL21_PP_006;-16.384953;-71.556755;-1939176.182;2836187.37
21; Quinta_Los_Molles;CL21_PP_007;-16.387026;-71.561511;-1939359.867;2835621.143
21; Escuela_De_Teatro_Calapata;CL21_PP_008;-16.385201;-71.561596;-1939144.455;2835635.27
21; Parque_Quinta_Azores_1;CL21_PP_009;-16.381829;-71.561841;-1938745.337;2835651.393
21; Parque Aduca (Itinerante);CL21_PP_010;-16.383233;-71.560662;-1938925.053;2835766.79
21; Parque Urb. Ingenieros (Itinerante);CL21_PP_011;-16.382118;-71.559515;-1938808.512;2835911.354
21; Losa_Deportiva_Urb_ La_Quinta_Azores_Etapa_I_II;CL21_PP_012;-16.382168;-71.55814;-1938831.668;2836066.604
21; Parque_Recreativo_Deportivo_Urb_Colegio_De_Ingenieros;CL21_PP_013;-16.383346;-71.558416;-1938966.556;2836019.971
21; Socosani Av. Chachani (Movil);CL21_PP_014;-16.384184;-71.556005;-1939095.291;2836282.422
21; Parque Villa El Sol;CL21_PP_015;-16.385096;-71.553771;-1939230.498;2836523.84
21; Losa_Deportiva_Santa_Rsa_De_Lima_2;CL21_PP_016;-16.383402;-71.553512;-1939034.787;2836575.272
21; Parque Santa Rosa De Lima;CL21_PP_017;-16.383068;-71.554896;-1938978.156;2836422.699
21; Parque_Villa_Jardin;CL21_PP_018;-16.382052;-71.554218;-1938867.347;2836512.805
21; Colegio_Libertadores_De_America_Cerro_Colorado;CL21_PP_019;-16.381399;-71.555853;-1938770.095;2836335.925
21; Losa_Deportiva_Challapampa_Moises_Heresi;CL21_PP_020;-16.380477;-71.557281;-1938643.853;2836186.018
21; Complejo Deportivo Virgen Del Rosario-Cerro Viejo;CL21_PP_021;-16.380069;-71.555624;-1938616.76;2836379.209
21; Iglesia Cerro Viejo;CL21_PP_022;-16.379785;-71.554479;-1938597.796;2836512.734
21; Complejo_Deportivo_De_Cerro_Viejo;CL21_PP_023;-16.37719;-71.554668;-1938290.625;2836525.093
21; Parque El Rosario 1-Urb. Rosario (Itinerante);CL21_PP_024;-16.37502;-71.554127;-1938042.547;2836614.688
21; Parque_Virgen_Del_Rosario_II;CL21_PP_025;-16.373627;-71.553512;-1937886.66;2836702.557
21; Urb. Rosario (Itinerante);CL21_PP_026;-16.371888;-71.552495;-1937695.183;2836840.515
21; Parque_Urbanizacion_La_Molina;CL21_PP_027;-16.370601;-71.554977;-1937512.829;2836575.824
21; Parque_Fundo_La_Tejada;CL21_PP_028;-16.372486;-71.555228;-1937731.079;2836522.829
21; Parque_Coop_Frank_Michell;CL21_PP_029;-16.371547;-71.556661;-1937602.784;2836372.56
