cluster,name_point,code_point,lat,long,y_proj,x_proj
11, Siglo_XX,CL11_PP_001,-16.400549,-71.529172,-1941355295,2839111476
11, Parque_Gaby_Arce_Munios,CL11_PP_002,-16.401626,-71.526623,-1941513936,2839386439
11, Colegio_La_Salle,CL11_PP_003,-16.400416,-71.525171,-1941390.1,2839566881
11, Colegio_Chavez_De_La_Rosa,CL11_PP_004,-16.398703,-71.52622,-1941175651,2839470303
11, Colegio_Don_Bosco,CL11_PP_005,-16.397223,-71.528456,-1940973617,2839236084
11, Mercado_San_Antonio,CL11_PP_006,-16.395059,-71.526709,-1940741426,2839462429
11, Grifo El Filtro,CL11_PP_007,-16.393349,-71.5278,-1940526805,2839361037
11, Colegio_Arequipa,CL11_PP_008,-16.392204,-71.529492,-1940370987,2839184118
11, Calle El Carmen Con Leticia,CL11_PP_009,-16.391806,-71.526947,-1940356295,2839477901
11, Parque San Antonio,CL11_PP_010,-16.394483,-71.525943,-1940683415,2839556807
11, Comisaria_Miraflores,CL11_PP_011,-16.394961,-71.523857,-1940765854,2839787108
11, Plaza Mayta Capac,CL11_PP_012,-16.394093,-71.522261,-1940684002,2839979.42
11, Reservorio_Miraflores,CL11_PP_013,-16.395221,-71.5208,-1940834927,2840130364
11, IEP_Salomon,CL11_PP_014,-16.396771,-71.522637,-1940993856,2839901816
11, Parque Azangaro,CL11_PP_015,-16.398818,-71.5222,-1941239832,2839924637
11, Calle Puno Con Espinar,CL11_PP_016,-16.39822,-71.519385,-1941205073,2840251652
11, Mercado_Feria_Del_Altiplano,CL11_PP_017,-16.400897,-71.516107,-1941560892,2840588.39
11, Colegio_Del_Ejercito,CL11_PP_018,-16.398557,-71.51564,-1941291885,2840671919
11, Cuartel Salaverry Parque,CL11_PP_019,-16.397726,-71.516094,-1941188536,2840631293
11, Colegio_San_Miguel_Arcangel,CL11_PP_020,-16.396296,-71.517126,-1941007531,2840532946
11, Losa_El_Relampago,CL11_PP_021,-16.395488,-71.516029,-1940926441,2840667899
11, Villa Militar Oficiales,CL11_PP_022,-16.394731,-71.515026,-1940850157,2840791528
11, Losa_Deportiva_Bicentenario,CL11_PP_023,-16.397193,-71.511204,-1941187591,2841192781
11, Colegio_Innova_Schools,CL11_PP_024,-16.395047,-71.51166,-1940929727,2841169.11
11, Frente Al Parque La Alameda,CL11_PP_025,-16.394671,-71.510225,-1940903652,2841336756
11, Esquina Calle 20 Y 23,CL11_PP_026,-16.394473,-71.508651,-1940900243,2841517842
11, Parque Mirador De La Alameda,CL11_PP_027,-16.393182,-71.508606,-1940749.14,2841539814
11, Torres Alameda,CL11_PP_028,-16.39287,-71.510539,-1940688107,2841324677
11, Parque_Alameda_Salaverry,CL11_PP_029,-16.393761,-71.51054,-1940792771,2841312923
11, Innova School Miraflores Solar De La Alamenda,CL11_PP_030,-16.394294,-71.512279,-1940833457,2841108751
11, Parque Alameda Salaverry,CL11_PP_031,-16.392804,-71.513776,-1940639536,2840958451
11, Colegio_Ciriaco_Vera_Perea,CL11_PP_032,-16.392216,-71.516031,-1940542028,2840710408
11, Puente Arnao Con Miguel Grau,CL11_PP_033,-16.393687,-71.517764,-1940692991,2840494673
11, Colegio Jose Galvez,CL11_PP_034,-16.394135,-71.519566,-1940722904,2840284478
11, Parque Abelardo Quinhones,CL11_PP_035,-16.390762,-71.524389,-1940265882,2839781595
11, Mercado La Chavela,CL11_PP_036,-16.390584,-71.522693,-1940266342,2839976242
11, Parque Calvario,CL11_PP_037,-16.388109,-71.520415,-1940004296,2840266876
11, Parque Las Palmeras,CL11_PP_038,-16.388628,-71.519318,-1940079089,2840384504
11, Hostal Valjami,CL11_PP_039,-16.390036,-71.518634,-1940253117,2840443689
11, Cs Miraflores,CL11_PP_040,-16.390471,-71.520015,-1940286814,2840281402
11, Iglesia Chapi Chico,CL11_PP_041,-16.390768,-71.518578,-1940339815,2840440482
11, Sanchez Trujillo Con Goyeneche,CL11_PP_042,-16.390525,-71.516273,-1940340322,2840705047
11, Urb Felipe Santiago Salaverry,CL11_PP_043,-16.391926,-71.513203,-1940543613,2841034899
11, Bomberos Miraflores,CL11_PP_044,-16.390816,-71.513123,-1940414219,2841058469
11, Torres Alameda,CL11_PP_045,-16.390429,-71.512239,-1940379899,2841163774
11, Losa_Deportiva_La_Alameda,CL11_PP_046,-16.389816,-71.512015,-1940310707,2841197184
11, Parque Del Ninho,CL11_PP_047,-16.388779,-71.514248,-1940160729,2840957491
11, Colegio Jorge Luis Borges,CL11_PP_048,-16.387861,-71.516239,-1940027788,2840743688
11, Loza Deportica Chapi Chico,CL11_PP_049,-16.387483,-71.518395,-1939956.21,2840504122
11, Parque Chapi Chico,CL11_PP_050,-16.386678,-71.517674,-1939870726,2840596396
11, Colegio_Luna_Pizarro,CL11_PP_051,-16.386135,-71.516172,-1939825863,2840773.82
11, Colegio Francisco Javier Luna Pizarro,CL11_PP_052,-16.385343,-71.515271,-1939744175,2840886339
11, Losa_Deportiva_2000,CL11_PP_053,-16.384508,-71.514792,-1939652115,2840951562
11, Malecon Iquique,CL11_PP_054,-16.383569,-71.515632,-1939531216,2840868557
11, Mercado San Jose,CL11_PP_055,-16.383793,-71.514268,-1939574.72,2841020323
11, Colegio Gerardo Iquira,CL11_PP_056,-16.384513,-71.511405,-1939695391,2841335615
11, Plaza De Toros,CL11_PP_057,-16.38741,-71.512368,-1940023597,2841188573
11, Parque Virgen Del Carmen,CL11_PP_058,-16.401536,-71.525776,-1941514041,2839483654
11, Espaldas De La Iglesia Santa Rosa,CL11_PP_059,-16.398643,-71.529352,-1941129132,2839115.95
11, Grifo Chaski Gas,CL11_PP_060,-16.397392,-71.525152,-1941035107,2839608523
11, El Filtro,CL11_PP_061,-16.393511,-71.529411,-1940525539,2839176247
