cluster,name_point,code_point,lat,long,y_proj,x_proj
9, Centro Deportivo Juan Velasco Alvarado,CL09_PP_001,-16.375322,-71.521889,-1938483558,2840266559
9, Iglesia Cristo Rey,CL09_PP_002,-16.374479,-71.522467,-1938377247,2840212002
9, Parque_El_Bosque,CL09_PP_003,-16.372479,-71.521139,-1938159012,2840388696
9, Rafael Hoyos Rubios,CL09_PP_004,-16.373443,-71.520602,-1938279022,2840437027
9, Centro Deportivo La Bombonera,CL09_PP_005,-16.374042,-71.519118,-1938368078,2840597.52
9, Loza-Deportiva-Los-Andes,CL09_PP_006,-16.375616,-71.51965,-1938546.29,2840516653
9, Colegio_San_Jose_Obrero_Circa,CL09_PP_007,-16.377092,-71.518832,-1938729.99,2840590169
9, Av. Mexivo Con Av. Obrera,CL09_PP_008,-16.377276,-71.51718,-1938772413,2840775124
9, Piscina Municipal,CL09_PP_009,-16.37606,-71.516788,-1938634495,2840835448
9, Losa_Deportiva_Alto_Selva_Alegre_Zona_C,CL09_PP_010,-16.37683,-71.515201,-1938744945,2841005389
9, Colegio_Joule_Alto_Selva_Alegre,CL09_PP_011,-16.378306,-71.516442,-1938902714,2840845383
9, Complejo Arequipa O Parque Tematico Del Deporte,CL09_PP_012,-16.379759,-71.515494,-1939085355,2840933936
9, Puente Jose Olaya,CL09_PP_013,-16.38079,-71.513932,-1939226159,2841097629
9, Av. Brasil Con Av. Leticia,CL09_PP_014,-16.376718,-71.512772,-1938762387,2841282335
9, Loza-Deportiva-Misti,CL09_PP_015,-16.373839,-71.5169,-1938372.16,2840851721
9, Parque_Asoc_Artesanal_El_Misti,CL09_PP_016,-16.3725,-71.517102,-1938212.31,2840846277
9, Av. Leticia Con Las Torres,CL09_PP_017,-16.371479,-71.516461,-1938100434,2840932295
9, Complejo Deportivo Ronaldo Jauregui,CL09_PP_018,-16.372048,-71.515213,-1938182997,2841066418
9, Parque Av. Leticia,CL09_PP_019,-16.373437,-71.514938,-1938349643,2841079487
9, Coliseo_Padre_Carlos_Pozzo,CL09_PP_020,-16.373606,-71.513796,-1938383881,2841206804
9, Iglesia_San_Lorenzo,CL09_PP_021,-16.372418,-71.513561,-1938247272,2841248957
9, Av Obrera Con Av. Lima,CL09_PP_022,-16.373448,-71.511797,-1938390499,2841435588
9, Colegio_Guillermo_Mercado_Barroso,CL09_PP_023,-16.372801,-71.510899,-1938325799,2841545881
9, Plaza San Hilarion,CL09_PP_024,-16.374074,-71.508809,-1938501689,2841766316
9, Loza-Deportiva-San-Hilarion,CL09_PP_025,-16.37336,-71.507065,-1938439778,2841973441
9, Parque_Chabuca_Grande,CL09_PP_026,-16.37173,-71.508455,-1938230761,2841837058
9, Mercado Apurimac,CL09_PP_027,-16.371433,-71.51006,-1938175648,2841658892
9, Loza-Deportiva-Nestor-Velasquez,CL09_PP_028,-16.369794,-71.512656,-1937950393,2841385834
9, Centro Deportivo Ampliacion Apurimac,CL09_PP_029,-16.369068,-71.510406,-1937893437,2841650505
9, Centro Deportivo Apurimac,CL09_PP_030,-16.370128,-71.508642,-1938040192,2841836753
9, Ie_Diego_Thomson,CL09_PP_031,-16.367878,-71.508308,-1937780053,2841903994
9, Local Social Villa Union,CL09_PP_032,-16.368427,-71.50777,-1937851331,2841957853
9, Campo_Deportivo_Tripartito,CL09_PP_033,-16.36861,-71.506337,-1937890883,2842118004
9, P.S. Leones Del Misti,CL09_PP_034,-16.370037,-71.507009,-1938050072,2842023161
9, Centro Deportivo Leones Del Misti,CL09_PP_035,-16.370797,-71.505483,-1938158.59,2842186328
9, Campo_Deportivo_Leones_Del_Misti,CL09_PP_036,-16.370483,-71.504605,-1938132761,2842290014
9, Complejo Deportivo San Luis,CL09_PP_037,-16.369484,-71.504014,-1938022836,2842370087
9, Villa Union,CL09_PP_038,-16.366858,-71.503876,-1937716045,2842420011
9, Losa_Deportiva_Avis_Javier_Heraud_Parte_Alta,CL09_PP_039,-16.366968,-71.502333,-1937748.41,2842593596
9, Centro Deportivo Javier Heraud,CL09_PP_040,-16.367533,-71.50064,-1937836125,2842778259
9, Terminal De Javier Heraud,CL09_PP_041,-16.36572,-71.502086,-1937604892,2842637901
9, Complejo Deportivo Bella Esperanza,CL09_PP_042,-16.365091,-71.499958,-1937557801,2842887492
9, Cementerio_Alto_Selva_Alegre,CL09_PP_043,-16.363377,-71.498833,-1937370592,2843037474
9, Ameasa - Pirotecnicos,CL09_PP_044,-16.360308,-71.496101,-1937044421,2843387434
9, Ampliacion Bella Esperanza,CL09_PP_045,-16.366531,-71.498349,-1937747267,2843051209
9, Loza Deportiva Granjeros San Lazaro,CL09_PP_046,-16.367828,-71.496602,-1937921675,2843232444
9, Parque,CL09_PP_047,-16.368246,-71.503275,-1937886694,2842470067
9, Parque San Luis,CL09_PP_048,-16.369161,-71.503234,-1937994715,2842462776
9, Parque Victor Raul Haya De La Torre,CL09_PP_049,-16.368762,-71.50427,-1937934782,2842350473
9, Parque El Leoncito,CL09_PP_050,-16.370534,-71.507366,-1938103966,2841976183
9, Capilla,CL09_PP_051,-16.37216,-71.506023,-1938311922,2842107.29
9, Iglesia,CL09_PP_052,-16.37416,-71.511053,-1938483.52,2841510681
9, Av. Arequipa Con Merica,CL09_PP_053,-16.381808,-71.516165,-1939317618,2840831096
9, Loza Deportiva,CL09_PP_054,-16.374536,-71.520593,-1938407539,2840423792
9, Avenida Chilina,CL09_PP_055,-16.372759,-71.523547,-1938161592,2840111948
