"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"6.92.69.S28-1","6","92","69","S28-1",-16.42659248,-72.26183834,-1935359.952,2755880.02
"6.92.69.S28-2","6","92","69","S28-2",-16.42630292,-72.26234465,-1935319.951,2755826.483
"6.92.69.S28-3","6","92","69","S28-3",-16.42612984,-72.26273528,-1935294.978,2755784.548
"6.92.69.S28-4","6","92","69","S28-4",-16.4259913,-72.26309739,-1935274.39,2755745.399
"6.92.69.S28-5","6","92","69","S28-5",-16.42593627,-72.26368555,-1935260.837,2755679.682
"6.92.69.S28-6","6","92","69","S28-6",-16.42560519,-72.26343819,-1935225.097,2755711.76
"6.92.69.S28-7","6","92","69","S28-7",-16.42524689,-72.26319244,-1935186.154,2755743.998
"6.92.69.S28-8","6","92","69","S28-8",-16.42555572,-72.26267566,-1935228.534,2755798.476
"6.92.69.S28-9","6","92","69","S28-9",-16.42582193,-72.26218882,-1935265.567,2755850.107
"6.92.69.S28-10","6","92","69","S28-10",-16.42613017,-72.26169712,-1935307.576,2755901.76
"6.92.69.S28-11","6","92","69","S28-11",-16.42636369,-72.2612833,-1935339.901,2755945.556
"6.92.69.R28-1","6","92","69","R28-1",-16.42569355,-72.26479912,-1935218.972,2755556.994
"6.92.69.R28-2","6","92","69","R28-2",-16.425235,-72.26430357,-1935171.322,2755618.692
"6.92.69.R28-3","6","92","69","R28-3",-16.42485392,-72.26376053,-1935133.31,2755684.781
"6.92.69.P28-1","6","92","69","P28-1",-16.42492958,-72.26615634,-1935113.183,2755413.329
"6.92.69.O28-1","6","92","69","O28-1",-16.42476115,-72.26502378,-1935107.177,2755543.314
"6.92.69.O28-2","6","92","69","O28-2",-16.42451561,-72.26542453,-1935073.606,2755501.143
"6.92.69.O28-3","6","92","69","O28-3",-16.42431097,-72.26583098,-1935044.75,2755457.817
"6.92.69.O28-4","6","92","69","O28-4",-16.42380934,-72.26549251,-1934990.161,2755502.318
"6.92.69.O28-5","6","92","69","O28-5",-16.4240358,-72.26510597,-1935021.328,2755543.124
"6.92.69.O28-6","6","92","69","O28-6",-16.4243632,-72.2645233,-1935066.676,2755604.809
"6.92.69.H28-1","6","92","69","H28-1",-16.42390155,-72.26635991,-1934990.457,2755403.227
"6.92.69.H28-2","6","92","69","H28-2",-16.42360955,-72.26666422,-1934952.618,2755372.527
"6.92.69.H28-3","6","92","69","H28-3",-16.4230009,-72.26670021,-1934880.98,2755376.09
"6.92.69.H28-4","6","92","69","H28-4",-16.42322363,-72.26639588,-1934910.716,2755407.66
"6.92.69.H28-5","6","92","69","H28-5",-16.42345132,-72.26601418,-1934941.969,2755447.904
"6.92.69.E28-1","6","92","69","E28-1",-16.42402572,-72.26708997,-1934996.154,2755319.243
"6.92.69.E28-2","6","92","69","E28-2",-16.42363437,-72.2672112,-1934948.907,2755310.459
"6.92.69.E28-3","6","92","69","E28-3",-16.42321788,-72.26732914,-1934898.758,2755302.361
"6.92.69.G28-1","6","92","69","G28-1",-16.42475323,-72.26698536,-1935082.527,2755321.938
"6.92.69.C28-1","6","92","69","C28-1",-16.42521578,-72.2673959,-1935131.673,2755269.79
"6.92.69.C28-2","6","92","69","C28-2",-16.42532526,-72.26784645,-1935139.031,2755217.548
"6.92.69.C28-3","6","92","69","C28-3",-16.42541767,-72.26828721,-1935144.511,2755166.626
"6.92.69.C28-4","6","92","69","C28-4",-16.42550354,-72.26877078,-1935148.709,2755110.953
"6.92.69.C28-5","6","92","69","C28-5",-16.42553333,-72.26924431,-1935146.467,2755057.117
"6.92.69.C28-6","6","92","69","C28-6",-16.42505319,-72.26937088,-1935088.769,2755048.842
"6.92.69.C28-7","6","92","69","C28-7",-16.42498464,-72.26890764,-1935086.351,2755102.003
"6.92.69.C28-8","6","92","69","C28-8",-16.42488678,-72.26842309,-1935080.763,2755157.937
"6.92.69.C28-9","6","92","69","C28-9",-16.4247939,-72.26797111,-1935075.363,2755210.132
"6.92.69.C28-10","6","92","69","C28-10",-16.42467672,-72.26752651,-1935067.032,2755261.798
"6.92.69.B28-1","6","92","69","B28-1",-16.42393368,-72.26779297,-1934976.886,2755241.023
"6.92.69.B28-2","6","92","69","B28-2",-16.42405467,-72.26824082,-1934985.624,2755188.942
"6.92.69.B28-3","6","92","69","B28-3",-16.42416501,-72.26868985,-1934993.102,2755136.862
"6.92.69.B28-4","6","92","69","B28-4",-16.42429232,-72.26917461,-1935002.134,2755080.535
"6.92.69.B28-5","6","92","69","B28-5",-16.42438611,-72.26960637,-1935007.885,2755030.612
"6.92.69.B28-6","6","92","69","B28-6",-16.42387256,-72.26978471,-1934945.652,2755016.91
"6.92.69.B28-7","6","92","69","B28-7",-16.42377325,-72.26936446,-1934939.116,2755065.603
"6.92.69.B28-8","6","92","69","B28-8",-16.42364082,-72.26890967,-1934929.123,2755118.61
"6.92.69.B28-9","6","92","69","B28-9",-16.42354153,-72.26843186,-1934923.285,2755173.802
"6.92.69.B28-10","6","92","69","B28-10",-16.42342014,-72.26796556,-1934914.723,2755227.971
"6.92.69.Y27-1","6","92","69","Y27-1",-16.42570729,-72.26990215,-1935158.863,2754980.664
"6.92.69.Y27-2","6","92","69","Y27-2",-16.42536883,-72.2700444,-1935117.549,2754968.844
"6.92.69.Y27-3","6","92","69","Y27-3",-16.42504779,-72.27015977,-1935078.598,2754959.841
"6.92.69.Y27-4","6","92","69","Y27-4",-16.42473555,-72.27026138,-1935040.843,2754952.281
"6.92.69.X27-1","6","92","69","X27-1",-16.42406942,-72.27047947,-1934960.281,2754936.003
"6.92.69.X27-2","6","92","69","X27-2",-16.42354012,-72.27067572,-1934895.989,2754920.476
"6.92.69.X27-3","6","92","69","X27-3",-16.42318658,-72.27079699,-1934853.165,2754911.213
"6.92.69.X27-4","6","92","69","X27-4",-16.42282734,-72.27093039,-1934809.528,2754900.651
"6.92.69.X27-5","6","92","69","X27-5",-16.42250819,-72.27103333,-1934770.949,2754893.026
"6.92.69.X27-6","6","92","69","X27-6",-16.42218451,-72.27114883,-1934731.688,2754884.04
"6.92.69.X27-7","6","92","69","X27-7",-16.42180479,-72.2712451,-1934686.104,2754877.927
"6.92.69.X27-8","6","92","69","X27-8",-16.42147723,-72.2713874,-1934646.065,2754865.963
"6.92.69.X27-9","6","92","69","X27-9",-16.4210505,-72.27152373,-1934594.497,2754855.916
"6.92.69.A28-1","6","92","69","A28-1",-16.42271175,-72.2682116,-1934828.878,2755209.066
