"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"6.92.18.A1-1","6","92","18","A1-1",-16.33191411,-72.18642672,-1925192.955,2765585.137
"6.92.18.A1-2","6","92","18","A1-2",-16.3319643,-72.1865135,-1925197.78,2765574.7
"6.92.18.A1-3","6","92","18","A1-3",-16.33200842,-72.1865952,-1925201.957,2765564.914
"6.92.18.A1-4","6","92","18","A1-4",-16.33205647,-72.18667227,-1925206.649,2765555.602
"6.92.18.A1-5","6","92","18","A1-5",-16.3321036,-72.18675478,-1925211.168,2765545.686
"6.92.18.A1-6","6","92","18","A1-6",-16.33215295,-72.18683366,-1925215.991,2765536.153
"6.92.18.A1-7","6","92","18","A1-7",-16.33224305,-72.18670789,-1925228.057,2765549.239
"6.92.18.A1-8","6","92","18","A1-8",-16.33232548,-72.18665858,-1925238.302,2765553.78
"6.92.18.A1-9","6","92","18","A1-9",-16.33242899,-72.18662705,-1925250.799,2765556.048
"6.92.18.A1-10","6","92","18","A1-10",-16.33238006,-72.18653265,-1925246.213,2765567.33
"6.92.18.A1-11","6","92","18","A1-11",-16.3322618,-72.1864993,-1925232.774,2765572.58
"6.92.18.A1-12","6","92","18","A1-12",-16.33218518,-72.18648523,-1925223.976,2765575.13
"6.92.18.A1-13","6","92","18","A1-13",-16.33209477,-72.1864544,-1925213.766,2765579.746
"6.92.18.A2-1","6","92","18","A2-1",-16.33299149,-72.18654971,-1925317.574,2765557.745
"6.92.18.A3-1","6","92","18","A3-1",-16.33297014,-72.18700352,-1925309.588,2765506.722
"6.92.18.A3-1A","6","92","18","A3-1A",-16.33301449,-72.18707944,-1925313.861,2765497.586
"6.92.18.A3-2","6","92","18","A3-2",-16.33305597,-72.18715603,-1925317.79,2765488.41
"6.92.18.A3-2A","6","92","18","A3-2A",-16.3330975,-72.18722648,-1925321.799,2765479.928
"6.92.18.A3-3","6","92","18","A3-3",-16.3331484,-72.18732279,-1925326.593,2765468.405
"6.92.18.A3-3A","6","92","18","A3-3A",-16.33319865,-72.18740262,-1925331.509,2765458.754
"6.92.18.A3-4","6","92","18","A3-4",-16.33305207,-72.18744513,-1925313.838,2765455.784
"6.92.18.A3-5","6","92","18","A3-5",-16.3329396,-72.1875091,-1925299.9,2765449.963
"6.92.18.A3-6","6","92","18","A3-6",-16.33281179,-72.18758744,-1925283.993,2765442.709
"6.92.18.A3-7","6","92","18","A3-7",-16.33274499,-72.18762426,-1925275.729,2765439.384
"6.92.18.A3-8","6","92","18","A3-8",-16.33267606,-72.18766678,-1925267.147,2765435.441
"6.92.18.A3-9","6","92","18","A3-9",-16.33261108,-72.1877007,-1925259.131,2765432.421
"6.92.18.A3-10","6","92","18","A3-10",-16.33257903,-72.18757711,-1925256.874,2765446.791
"6.92.18.A3-11","6","92","18","A3-11",-16.33253731,-72.18750457,-1925252.868,2765455.512
"6.92.18.A3-12","6","92","18","A3-12",-16.33248816,-72.18741393,-1925248.211,2765466.372
"6.92.18.A3-13","6","92","18","A3-13",-16.33244819,-72.18733688,-1925244.464,2765475.581
"6.92.18.A3-14","6","92","18","A3-14",-16.33240277,-72.18726048,-1925240.071,2765484.784
"6.92.18.A3-15","6","92","18","A3-15",-16.33235454,-72.18717659,-1925235.44,2765494.87
"6.92.18.A3-16","6","92","18","A3-16",-16.33225867,-72.18707151,-1925225.489,2765507.947
"6.92.18.A3-17","6","92","18","A3-17",-16.33232282,-72.18703195,-1925233.476,2765511.614
"6.92.18.A3-18","6","92","18","A3-18",-16.33240054,-72.18698998,-1925243.081,2765515.385
"6.92.18.A3-19","6","92","18","A3-19",-16.33246038,-72.18695257,-1925250.537,2765518.864
"6.92.18.A3-20","6","92","18","A3-20",-16.33252793,-72.18690655,-1925259,2765523.219
"6.92.18.A3-21","6","92","18","A3-21",-16.33258853,-72.18685867,-1925266.672,2765527.872
"6.92.18.A3-21A","6","92","18","A3-21A",-16.33264426,-72.18690386,-1925272.649,2765522.066
"6.92.18.A3-22","6","92","18","A3-22",-16.33252538,-72.18707123,-1925256.711,2765504.639
"6.92.18.A3-23","6","92","18","A3-23",-16.33253944,-72.18717619,-1925257.087,2765492.6
"6.92.18.A3-24","6","92","18","A3-24",-16.33258486,-72.18725259,-1925261.48,2765483.396
"6.92.18.A3-25","6","92","18","A3-25",-16.33262483,-72.18732964,-1925265.227,2765474.187
"6.92.18.A3-26","6","92","18","A3-26",-16.33267399,-72.18742028,-1925269.885,2765463.327
"6.92.18.A3-27","6","92","18","A3-27",-16.33271571,-72.18749282,-1925273.891,2765454.606
"6.92.18.A3-28","6","92","18","A3-28",-16.33287724,-72.18738605,-1925294.089,2765464.651
"6.92.18.A3-29","6","92","18","A3-29",-16.33297927,-72.18732406,-1925306.781,2765470.38
"6.92.18.A3-30","6","92","18","A3-30",-16.33281369,-72.18719557,-1925288.954,2765486.975
"6.92.18.A4-1","6","92","18","A4-1",-16.3329732,-72.18785069,-1925299.703,2765410.935
"6.92.18.A4-2","6","92","18","A4-2",-16.33300436,-72.18798191,-1925301.764,2765395.714
"6.92.18.A4-3","6","92","18","A4-3",-16.33304608,-72.18805446,-1925305.77,2765386.992
"6.92.18.A4-4","6","92","18","A4-4",-16.33308998,-72.18812565,-1925310.047,2765378.396
"6.92.18.A4-5","6","92","18","A4-5",-16.33314059,-72.18821882,-1925314.845,2765367.232
"6.92.18.A4-6","6","92","18","A4-6",-16.33318382,-72.18829658,-1925318.965,2765357.903
"6.92.18.A4-7","6","92","18","A4-7",-16.33323205,-72.18838046,-1925323.596,2765347.818
"6.92.18.A4-8","6","92","18","A4-8",-16.33333116,-72.18846776,-1925334.141,2765336.711
"6.92.18.A4-9","6","92","18","A4-9",-16.33327042,-72.18850899,-1925326.533,2765332.811
"6.92.18.A4-10","6","92","18","A4-10",-16.33320149,-72.1885515,-1925317.951,2765328.87
"6.92.18.A4-11","6","92","18","A4-11",-16.33312875,-72.18859259,-1925308.94,2765325.137
"6.92.18.A4-12","6","92","18","A4-12",-16.33309311,-72.18846102,-1925306.359,2765340.453
"6.92.18.A4-13","6","92","18","A4-13",-16.33304487,-72.18837713,-1925301.727,2765350.538
"6.92.18.A4-14","6","92","18","A4-14",-16.33300165,-72.18829938,-1925297.608,2765359.867
"6.92.18.A4-15","6","92","18","A4-15",-16.33295104,-72.18820621,-1925292.811,2765371.031
"6.92.18.A4-16","6","92","18","A4-16",-16.33290713,-72.18813502,-1925288.532,2765379.627
"6.92.18.A4-17","6","92","18","A4-17",-16.33286542,-72.18806247,-1925284.527,2765388.349
"6.92.18.A4-18","6","92","18","A4-18",-16.33277113,-72.18797057,-1925274.602,2765399.916
"6.92.18.A4-19","6","92","18","A4-19",-16.33283682,-72.18793255,-1925282.75,2765403.391
"6.92.18.A4-20","6","92","18","A4-20",-16.33291074,-72.187886,-1925291.965,2765407.726
"6.92.18.A5-1","6","92","18","A5-1",-16.33330644,-72.18760626,-1925341.664,2765434.388
"6.92.18.A5-1A","6","92","18","A5-1A",-16.33335694,-72.18769209,-1925346.537,2765424.055
"6.92.18.A5-2","6","92","18","A5-2",-16.33340472,-72.18777956,-1925351.072,2765413.571
"6.92.18.A5-2A","6","92","18","A5-2A",-16.33344969,-72.18787369,-1925355.197,2765402.369
"6.92.18.A5-3","6","92","18","A5-3",-16.33349593,-72.18795412,-1925359.637,2765392.7
"6.92.18.A5-3A","6","92","18","A5-3A",-16.33354892,-72.18804626,-1925364.725,2765381.622
"6.92.18.A5-4","6","92","18","A5-4",-16.33359269,-72.18812238,-1925368.928,2765372.471
"6.92.18.A5-4A","6","92","18","A5-4A",-16.33364927,-72.18822373,-1925374.325,2765360.308
"6.92.18.A5-5","6","92","18","A5-5",-16.33369426,-72.18830196,-1925378.645,2765350.903
"6.92.18.A5-6","6","92","18","A5-6",-16.33353089,-72.18836661,-1925358.742,2765345.642
"6.92.18.A5-7","6","92","18","A5-7",-16.33347872,-72.18827573,-1925353.734,2765356.566
"6.92.18.A5-8","6","92","18","A5-8",-16.33342005,-72.18817371,-1925348.1,2765368.831
"6.92.18.A5-9","6","92","18","A5-9",-16.33336921,-72.18808529,-1925343.219,2765379.461
"6.92.18.A5-10","6","92","18","A5-10",-16.33331462,-72.18799825,-1925337.881,2765389.982
