name_point,cluster,code_point,lat,long,y_proj,x_proj
Estadio Mercado Mayorista,25,CL25_PP_050,-16.33229239,-71.58624234,-1932621465,2833527988
Paradero De Vehiculos Asoc. Pedro Huillca Tecsen,25,CL25_PP_051,-16.31046865,-71.58045917,-1930130737,2834466.62
CIAI Talentosos Sor Ana Cunamas,25,CL25_PP_052,-16.32260041,-71.58365849,-1931515547,2833946617
Estadio Pedro Huillca Tecsen,25,CL25_PP_053,-16.31116189,-71.58051482,-1930211461,2834451.33
Colegio Villa Las Canteras,25,CL25_PP_054,-16.33428127,-71.58130039,-1932916912,2834062632
