name_point,cluster,code_point,lat,long,y_proj,x_proj
Losa Deportiva A Espaldas De La Capilla Chachani 1,23,CL23_PP_050,-16.31882405,-71.54275308,-1931584333,2838635284
Estadio De Asc. De Viv. Jose Maria Arguedas Pequenhos Artesanos,23,CL23_PP_051,-16.31799409,-71.54969735,-1931399785,2837858319
Complejo Deportivo Villa Cerrillos,23,CL23_PP_052,-16.31332397,-71.54706277,-1930884209,2838217789
Cancha Sintetica El Chaparral,23,CL23_PP_053,-16.32073589,-71.56497971,-1931530378,2836089277
Losa Deportiva (Hernan Bedoya Forga II),23,CL23_PP_054,-16.32076306,-71.56701754,-1931508049,2835857787
