"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.4.217.391A",1,4,"217","391A",-16.3197119530388,-71.5649498658724,-1931410.482913,2836105.94101569
"1.4.217.391B",1,4,"217","391B",-16.3197039848672,-71.5648357611461,-1931410.9759668,2836118.9866131
"1.4.217.391C",1,4,"217","391C",-16.3197119099632,-71.564641223332,-1931414.34311399,2836140.9491898
"1.4.217.391D",1,4,"217","391D",-16.3197130471465,-71.5644779737162,-1931416.52115594,2836159.450967
"1.4.217.391E",1,4,"217","391E",-16.319709180754,-71.5643568223704,-1931417.58428088,2836173.24266654
"1.4.221.446A",1,4,"221","446A",-16.3204508901799,-71.5640641805457,-1931508.36879444,2836196.81587999
"1.4.221.457A",1,4,"221","457A",-16.3203357069211,-71.5634666693271,-1931502.32320665,2836266.08229316
"1.4.221.457B",1,4,"221","457B",-16.3204423276403,-71.5634614453383,-1931514.9121025,2836265.29192785
"1.4.246.388A",1,4,"246","388A",-16.3170665863189,-71.5564987731776,-1931205.61126759,2837098.84443226
"1.4.246.388B",1,4,"246","388B",-16.3170880141156,-71.5565850099742,-1931207.04790844,2837088.78446501
"1.4.246.388C",1,4,"246","388C",-16.3170745922409,-71.5566995242492,-1931204.03675552,2837075.96904123
"1.4.246.388D",1,4,"246","388D",-16.3170695180951,-71.5567714018615,-1931202.54028933,2837067.88167449
"1.4.246.388E",1,4,"246","388E",-16.3170903795584,-71.5568586866591,-1931203.89729102,2837057.71019732
"1.4.246.378A",1,4,"246","378A",-16.3169288465722,-71.5570052994508,-1931183.08649252,2837043.17517464
"1.4.246.466A",1,4,"246","466A",-16.316175242501,-71.5568238217102,-1931096.83921815,2837073.53641814
"1.4.246.615A",1,4,"246","615A",-16.3127777542951,-71.5530726464307,-1930744.745187,2837543.12214669
"1.4.249.55A",1,4,"249","55A",-16.309242329965,-71.554426851577,-1930312.49075974,2837435.359447
"1.4.249.56A",1,4,"249","56A",-16.3089042797644,-71.5541874095087,-1930275.78009651,2837466.90552063
"1.4.263.15A",1,4,"263","15A",-16.3141210009743,-71.5463419570584,-1930986.86992412,2838289.21454626
"1.4.263.16A",1,4,"263","16A",-16.3139200959494,-71.5463108437801,-1930963.65944767,2838295.35141809
"1.4.263.16B",1,4,"263","16B",-16.3138474416192,-71.5463040349395,-1930955.21003814,2838297.06672582
"1.4.263.16C",1,4,"263","16C",-16.313744967295,-71.5463038044375,-1930943.17521157,2838298.42278013
"1.4.263.16D",1,4,"263","16D",-16.3136667329991,-71.5463023327561,-1930934.00342858,2838299.60504382
"1.4.263.20A",1,4,"263","20A",-16.3139397983771,-71.5469161168316,-1930958.38827407,2838226.43329431
"1.4.263.47A",1,4,"263","47A",-16.3133478744847,-71.5462664627473,-1930896.99646586,2838307.81223424
"1.4.263.47B",1,4,"263","47B",-16.3132849144469,-71.5462558121961,-1930889.73398596,2838309.83751546
"1.4.263.117A",1,4,"263","117A",-16.3112702247652,-71.5464854844514,-1930650.18871144,2838309.92719773
"1.4.263.126A",1,4,"263","126A",-16.3114152596904,-71.5459783847906,-1930673.58063251,2838365.57189758
"1.4.263.129A",1,4,"263","129A",-16.311131810302,-71.5459344209415,-1930640.83442012,2838374.23740241
"1.4.264.7A",1,4,"264","7A",-16.3166984055931,-71.5455046161603,-1931300.13432503,2838350.74902192
