"unicode","P","D","L","V","lat","long","y_proj","x_proj"
"1.13.100.1519",1,13,100,"1519",-16.4044999489184,-71.4844470376336,-1942383.89313744,2844131.6415549
"1.13.100.1520",1,13,100,"1520",-16.4045125095417,-71.4845277501729,-1942384.34897977,2844122.32324505
"1.13.100.1521",1,13,100,"1521",-16.4045133969396,-71.484599250538,-1942383.54967214,2844114.20255225
"1.13.100.1522",1,13,100,"1522",-16.4045167777378,-71.4846821290668,-1942382.89954653,2844104.75878688
"1.13.100.1523",1,13,100,"1523",-16.4045360675967,-71.4847537751539,-1942384.26063941,2844096.38064364
"1.13.100.1524",1,13,100,"1524",-16.4045581416395,-71.4848348677923,-1942385.8294895,2844086.89469386
"1.13.100.1525",1,13,100,"1525",-16.4045732567325,-71.4848981746965,-1942386.80544746,2844079.51698853
"1.13.100.1526",1,13,100,"1526",-16.4045859965464,-71.4849679223625,-1942387.42092656,2844071.43992028
"1.13.100.1527",1,13,100,"1527",-16.4046080956259,-71.485033761066,-1942389.18548973,2844063.6836491
"1.13.100.1528",1,13,100,"1528",-16.4046276771663,-71.4851202451785,-1942390.39335476,2844053.61889269
"1.13.100.1529",1,13,100,"1529",-16.4046402688491,-71.48521084225,-1942390.72796234,2844043.17919397
"1.13.100.1530",1,13,100,"1530",-16.4046974470808,-71.4855647038317,-1942392.97451308,2844002.29832539
"1.13.100.1531",1,13,100,"1531",-16.4047198781258,-71.4856460096608,-1942394.58264168,2843992.78358602
"1.13.100.1532",1,13,100,"1532",-16.4047301004089,-71.4857134320781,-1942394.93172753,2843985.00323499
"1.13.100.1533",1,13,100,"1533",-16.4047364596741,-71.4857908276345,-1942394.70089871,2843976.14238675
"1.13.100.1534",1,13,100,"1534",-16.4047525798058,-71.485870205394,-1942395.59189048,2843966.92895136
"1.13.100.1535",1,13,100,"1535",-16.4047572417558,-71.4859425878077,-1942395.2249891,2843958.65888389
"1.13.100.1536",1,13,100,"1536",-16.4047590031162,-71.4860158639472,-1942394.50598939,2843950.32543437
"1.13.100.1537",1,13,100,"1537",-16.4047825497508,-71.4860909930574,-1942396.32326311,2843941.49663725
"1.13.100.1538",1,13,100,"1538",-16.4047881608168,-71.4861694638744,-1942395.9909531,2843932.52366013
"1.13.100.1539",1,13,100,"1539",-16.4047909551302,-71.48624221186,-1942395.40000534,2843924.23659929
"1.13.100.1540",1,13,100,"1540",-16.4048068533577,-71.4863167128728,-1942396.32656605,2843915.57918009
"1.13.100.1541",1,13,100,"1541",-16.4048234731359,-71.4863998766476,-1942397.22844375,2843905.9298619
"1.13.100.1542",1,13,100,"1542",-16.4048408289607,-71.4864698912828,-1942398.38296185,2843897.76217889
"1.13.100.1543",1,13,100,"1543",-16.4048536465763,-71.4865547009331,-1942398.8173095,2843887.97598624
"1.13.100.1544",1,13,100,"1544",-16.4048912629933,-71.4866357255556,-1942402.21324162,2843878.29441927
